gene_or_protein,study_bias_score
ABHD18,1
CCDC89,1
LCE2C,1
PREX1,3
NUCKS1,1
KRT83,3
GPBP1,1
HNF1B,3
TPSB2,2
CYP2A7,1
SETD6,1
BOD1L1,2
OTUD6B,2
SGO2,4
ELL3,3
TNRC6C,8
DDRGK1,1
IL4R,3
ALDOA,7
DDX55,2
HPCAL1,2
MMP9,2
POP5,3
SRGAP1,1
C1orf216,2
RTKN,8
PTPRJ,8
DOCK5,3
NAA11,3
IRS2,4
ATP6V1G1,3
CALCOCO1,2
DNAJC1,2
TEX12,1
KLK11,1
PARD6A,10
RRP7A,2
USH1C,8
DYNC2LI1,3
GRHPR,1
MCAT,1
NTM,4
POLR2E,7
GIP,3
UBE2T,3
PROM1,2
GCSAM,2
ALX1,1
ATP5PB,2
SGO1,8
FGFR4,4
SCO2,1
GTSE1,3
DAP3,2
PKD1,6
PTPN20,1
NF1,5
PRKAA2,10
MTMR7,5
SYN1,2
NXT2,3
RHOXF1,1
CDC26,3
NAA35,1
LSR,1
INHBA,1
SH2D5,2
TAF8,2
PAGE3,2
IPO8,3
TNNI2,1
KERA,2
NGEF,2
KLHL40,3
BMP4,5
HSF2BP,1
ACTG1,7
CYBA,4
SAMD11,1
UBE2V2,3
ARL6IP1,4
SPAST,3
DNAJC2,1
CDKN2B,3
TAAR1,1
ASPH,3
MED27,1
GBP4,1
TRO,2
SMARCA1,2
SLA2,1
ZNF860,1
ZNF514,1
PHLDA3,1
CXCL5,3
GNB4,1
MFAP3,1
IL1R1,4
HSD3B2,1
NRL,1
CCNA1,2
ACY3,4
PIGS,5
VSTM4,1
GBA,2
ADCK1,2
FXR2,9
STK26,9
SRGAP2C,1
CD226,2
IL13,2
EFTUD2,4
STX7,7
IFIT2,2
MC4R,2
HAND2,2
PYROXD2,1
HEMK1,2
UXT,7
DHX16,2
ARHGAP21,1
LBHD1,1
RCBTB1,2
HCFC1,15
TBC1D20,1
LIPC,1
ZDHHC11,2
DUSP9,2
UBA3,3
CLCA2,1
HORMAD2,1
KLHL20,5
MTHFD2,4
GINM1,2
USP29,2
TBC1D15,4
PTGIR,1
CASP6,5
MRNIP,1
BEND7,2
ZRSR2P1,1
TMEM60,1
TNFRSF10A,5
EIF5A2,2
SFTPC,5
RAD9A,3
PCNT,3
HORMAD1,1
EIF5,2
SP7,1
FBXL3,5
AQP1,8
CYP2E1,1
NFE4,1
AIDA,3
FLOT2,5
CERT1,5
LPAL2,1
GFPT2,1
TMEM44,2
TUT1,4
IL6ST,6
APOL5,1
SMURF1,9
USP1,3
PSMA2,5
PLEKHA2,2
H2BC15,2
FAM81A,1
ID3,6
KRT8,10
TGM7,1
ZYG11B,1
GDI2,3
NDE1,4
PDE4DIP,4
KIF24,4
RGCC,1
SIRT5,1
TMCC3,1
XRCC5,11
SNX20,3
MEIOB,1
ENY2,2
PCNA,18
SCX,1
LYZL2,1
ZNF415,2
ZMYM5,3
MTTP,2
ARHGAP15,3
NKIRAS2,1
NADSYN1,2
MAP3K13,3
FADS1,2
IQGAP2,1
OSBPL9,4
RBM45,3
SP3,1
KMT2D,8
PRPH,2
H3C8,21
FAM13A,3
DOLK,4
ACYP2,1
UBA52,1
HERC4,1
AOPEP,1
EPN1,2
AMACR,1
AAK1,2
SYTL4,2
PPP6C,9
HSPD1,9
ACBD3,2
CD99,1
FNIP1,2
SEMA3B,1
PYHIN1,2
DDIT4L,4
KIAA0319,1
PRIM1,2
INTS15,1
THOC7,3
OTUD6A,1
SPTBN1,1
TUBA1B,3
FOXRED2,3
PPP1R3D,2
ZNF646,1
INTS6,3
ZNF205,2
TEX10,1
ARHGAP45,2
LRRC52,1
CEP76,6
TBC1D16,1
PTGES2,1
KDM4B,3
HP,2
GNRH1,1
DCAF12,1
COG6,2
ATP1B2,1
LCE1A,1
SCAPER,1
LTBR,4
HNRNPK,17
ZKSCAN7,1
AK1,2
FXYD7,2
MSL1,2
SGTB,3
EVA1B,2
COL8A1,5
BCL2L2,9
NKX3-2,1
CNTNAP4,1
TOP3B,5
CDA,4
MSLN,1
CDK10,8
CASP7,5
NDUFAF8,2
F11,1
PTPN23,6
PRDM4,2
CPSF6,5
IRF1,4
SOCS2,5
EWSR1,8
EHD4,2
APOA1,8
CDKN1B,20
TRAPPC12,3
CCDC93,2
FAM241B,3
DDX24,2
RCOR3,6
FRG1,2
OR2K2,1
RBP4,2
WDR83,4
IL2RA,2
APOD,5
PCGF6,6
KRT72,2
RNASEH2B,2
GK,1
SMTNL2,3
RIPOR2,2
MR1,2
IL10RA,2
LATS1,12
TTC19,3
VSNL1,2
SLC22A9,1
PCSK9,1
SNPH,1
CARNS1,1
HABP4,4
COMMD3-BMI1,2
DUS3L,1
FGF13,2
SNX6,3
CD300LG,2
DOCK3,2
KIF18A,1
RRAD,2
DAPP1,3
HEATR1,1
HMOX1,3
LENG8,4
ZHX2,2
PTRHD1,1
TUSC2,3
CAAP1,1
TNFRSF9,1
HSPA2,5
LYAR,5
SPNS3,2
VPS50,3
SHB,1
GTF2IRD2B,2
DGCR6,2
SF3B4,5
OTUD3,1
VASH1,2
RS1,1
FCGR1A,4
HLA-DMA,3
ELK4,3
KRT74,1
PTH1R,2
EEF1A2,5
IFT122,5
TMEM63A,1
SPTBN4,1
KYAT1,3
TOB1,5
GABRB1,1
RBM12,1
PTDSS1,1
FHOD3,1
MINK1,4
BBS10,1
TMUB1,2
GRSF1,1
KCTD3,1
AAMDC,2
GNB2,5
CIDEB,3
NR1D1,1
STK35,3
TBC1D14,2
HSPA12A,1
THEG,2
LETM1,2
NEUROG1,3
GDF15,2
CFL1,8
A1CF,3
TUBAL3,1
F8,2
GPR35,2
PTK2B,6
UNC13D,2
MPC1,2
POLR3E,2
ZNF195,1
DSCAML1,1
VGLL2,1
ATP6V0D1,3
GNPTG,2
UBP1,1
CYP51A1,1
LIMK1,10
ZNF613,1
ACOT12,2
ACMSD,2
GPX3,1
DHRS4,1
PPTC7,3
ZNF714,1
CCL1,1
SERPINB2,1
ADGRG5,1
AGMO,1
ARHGAP39,1
PKDCC,1
MRPL16,1
TREML2,1
SHROOM2,1
ABHD12,1
MAF,1
NRN1,1
TM9SF4,2
SLC52A1,1
KIAA0087,1
COMMD7,3
REPS2,3
HDHD2,2
SET,8
MTHFS,1
OR7C1,1
MTPAP,1
NT5C3A,4
CHEK2,14
FBXL13,2
FAM98A,4
TNPO2,4
NOX1,2
STAR,5
RGS11,2
NECAB1,3
MYG1,3
TAS2R41,2
PDCD2L,1
GTPBP2,2
RRAGA,5
TMEM143,1
PHC1,4
TAF5L,3
GTF2A2,4
HAO1,1
CCDC8,1
HOXA2,1
ABCA1,6
VIP,4
NR2F2,2
ZNF365,2
ANKRD46,1
MARCHF7,1
SGSM2,1
CEP126,1
PPP1R15A,3
TAF6L,4
AHSP,3
TMEM106C,2
TBC1D22A,2
LACRT,1
MYL6,2
MEN1,10
POLE3,3
PDGFRA,5
PDE6H,2
MBL2,13
TMEM182,3
TMSB10,2
MED1,7
SDCCAG8,4
ERAP1,1
DYM,1
ZBP1,2
NRXN1,1
DHX34,1
CD300H,1
CEACAM1,3
CETN2,5
MST1R,2
TRAC,1
B3GALT4,1
MAP4K3,6
CNPY2,2
CCDC86,1
RBBP7,5
NSMCE2,3
TBX2,3
ACVR2B,4
NABP1,4
LMTK2,2
SH3BGR,1
CDK13,7
NAB2,4
APOL1,1
SHTN1,3
PES1,3
ECI2,2
GSN,5
TLE2,4
C12orf57,1
ZER1,1
RSL24D1,2
CPNE5,1
CD164L2,1
GBF1,2
BTBD6,1
TMEM186,1
ACSF2,4
SERPINB3,1
UBE2Q1,3
PIK3R3,12
GRK5,1
DACH1,5
VPS37D,2
FAM76B,3
OXLD1,1
ZIM2,2
PCDHA1,1
ATF7IP,4
ZNF785,3
CCN4,2
STAT1,22
CTLA4,3
CCND2,4
ZNF79,2
CABYR,1
IRF2,4
RGP1,1
HSPH1,2
FBXO34,5
MYH1,2
GSPT2,3
IFITM3,4
POU5F2,1
CFAP45,2
KCNJ2,4
HLA-DPB1,3
GPC4,2
GABARAP,16
RDH11,3
RAVER1,1
ARHGEF38,1
MRPL18,2
TIGD6,2
IL34,2
KLHL22,3
LDHA,2
CDK5RAP1,1
LINC00518,1
SERF2,2
SCRG1,2
F11R,5
BORCS8-MEF2B,3
TAF1B,3
LYVE1,2
SLC6A2,1
SLAMF6,5
EP400,6
TUBA3E,4
CLASRP,3
MSMB,1
PHB1,7
TMEM150A,3
SBF1,1
TFF2,1
ADH1C,1
MT1X,1
ASF1B,3
ZMYND8,2
TAF1C,2
GSDME,3
APOBEC3G,4
ARHGEF11,5
ZNF2,3
SOX7,1
BRD4,9
WNT9B,2
HLA-DQA1,5
C4B,1
FKBP14,1
MRPS24,1
FOXA1,3
DALRD3,2
MAP3K2,5
OARD1,2
TEF,1
MAN2B2,1
GAS2L2,1
CLEC11A,2
PCDH1,1
ASAP3,3
MAP1LC3C,8
SPART,3
BLZF1,2
MAIP1,2
ITGAV,5
SLC22A5,2
CPLX2,1
TMEM120A,2
ERCC2,4
URB1,1
LRRC36,2
SUPT5H,7
CA5A,1
CTXN3,1
KIF15,2
FRMD3,2
GAGE12I,1
RIOK3,5
GYS1,3
ENKD1,5
PCDHB11,1
MNDA,2
BEND2,2
MBLAC1,1
AP1S3,2
IFTAP,4
DGCR8,5
CCNL2,4
RNF139,2
USP46,4
EIF3M,4
KRTAP23-1,2
KCNIP2,3
RNF8,11
DIS3L2,1
CXCR2,7
ATP5F1D,2
NOP53,4
ANXA5,3
SP6,3
BCS1L,2
DHRS9,1
EXTL3,2
CTDSP2,6
CBR1,2
CCDC120,5
RUVBL2,11
PAIP1,4
SH3BP1,3
NEK4,3
CAMK4,3
MRM1,4
C6orf15,1
CLRN3,1
RAB1C,1
GLRA3,1
FBXL4,1
BMP1,3
MAP1LC3A,11
DRD4,3
AFF2,1
AQP5,3
DDX56,2
FURIN,1
WDR24,5
HSD17B8,1
SMAD1,11
LARP4B,1
DCPS,1
PLEK,2
PCDH20,1
TMEM18,1
ILK,17
ZNF544,3
MITF,2
ARMCX5-GPRASP2,1
P2RY12,2
ERGIC3,2
CEP89,2
KLHL14,2
NDOR1,2
PRRT1,1
FZD10,3
HTR7,1
ME1,2
RPL14,1
KANK1,5
HEBP2,2
SNX21,3
PSMG1,2
CARF,1
ACKR3,5
ITGA5,7
PPID,7
ZSCAN22,3
MED21,6
PPFIA3,2
VPS16,5
CCL25,2
DEXI,2
PSMC2,7
CNEP1R1,1
FAM169A,1
CPNE2,3
RARB,3
SENP7,2
GLIS1,1
TRAF5,8
TFCP2L1,1
FAM83A,3
NDUFS2,1
RILP,2
CFHR1,4
PAK2,13
PRXL2B,2
POLR2C,4
DLG1,11
RPRD1A,3
MRPS30,1
POP4,2
EPHB6,5
PPP4C,6
PPAN,1
PRPS1,8
DHX30,2
CPN1,1
SULT1E1,3
GATAD2B,4
STRIP2,1
MLEC,1
TAS2R8,2
ZNF776,1
TEX28,2
SYNRG,3
EMX2,1
CHRNB3,1
KCNJ11,4
ATG13,9
PPP4R3A,5
RNASE9,1
MTCH2,1
DLAT,2
SEC61A1,2
ZSCAN5B,1
WDR20,2
ZNF711,1
ZNF746,1
BEX1,2
ETNK2,3
KCNJ4,1
INAVA,2
XAGE1A,3
MATK,5
TOPBP1,4
PPM1A,10
PPARGC1A,7
RTL8C,2
SNX27,1
PPIG,3
DLGAP1,2
HSPA13,5
STX6,8
GCA,3
PDK4,3
SLURP1,2
HNRNPCL2,1
ENTR1,1
IFT172,1
AP1M1,5
SLC35B1,1
AIF1L,1
HOXD9,1
SRGN,6
SSTR1,2
TXNL4B,2
TEX101,2
PLXNA2,2
LEMD1,1
DPPA4,6
NFS1,2
RHOBTB1,2
MORF4L2,6
TTF2,3
GCGR,1
TYMP,2
HNRNPA2B1,4
UBXN10,3
BOC,2
NDUFAB1,2
SLC7A9,1
ANKRD1,2
BTRC,32
MID2,5
INTS1,1
ENC1,3
UQCRFS1,1
TACR1,2
CALML3,1
FAM3D,1
SIRT6,7
FAM171B,1
SPEF1,2
KRT3,1
IL17RB,1
KIF2C,1
EAPP,2
TPM1,4
AHSG,2
CHRNB2,3
KIR2DS2,1
YTHDF3,2
IL7R,2
MET,17
EHD1,7
CCR3,1
HM13,2
POTEB3,1
CEACAM21,1
KMT5A,3
C14orf119,1
SMAD4,15
PCDHA9,2
KRT86,2
TKTL1,1
CNIH3,1
FAM110B,1
PPP4R3B,2
CATIP,2
XIRP2,1
HS6ST1,1
FBXL16,1
PHOSPHO2,3
UNC5C,2
POLD2,4
SENP8,1
HOPX,4
CEP120,1
ARX,3
VEGFD,1
ATP2C2,1
TACC1,5
FXR1,4
FAM124A,2
MAGEB18,6
E2F3,5
LY86,3
AIMP2,12
PSMB8,3
FNBP4,1
CBLN4,1
ZNF664-RFLNA,1
KRTAP10-7,2
SOX5,5
HMG20A,6
C4BPA,2
YPEL1,1
RASSF2,7
ARSA,6
GTPBP8,2
FAXDC2,1
CETN3,8
TMEM43,7
GALNT13,1
SLFN11,1
MGAT1,1
PLCB4,2
L1CAM,1
RBM42,4
SIK2,2
NOSIP,1
FCF1,1
MAOB,1
RPS20,1
ARID2,1
ACVR1B,2
TOP3A,2
ATAD3A,3
IFI16,9
SHCBP1,1
PPP2CA,28
CDK18,7
EXOC7,4
C11orf1,1
CRISP3,1
APOB,4
MDM4,13
RNASE13,1
ECHS1,4
SHANK3,4
CCL11,1
FKBP1B,2
ZNF423,2
RALY,4
FOSL1,3
PRG3,1
KRT20,4
CD151,7
CRCT1,4
LRRC20,2
GORASP1,1
NELL2,3
POMZP3,1
EIF3B,8
NIF3L1,5
NEU2,4
TIMM10B,1
EPS15L1,1
GAL3ST3,1
ABHD12B,1
EPHA4,6
A2M,3
CINP,4
ABL1,42
DGKD,2
GPM6B,2
CLCN3,1
CCDC88A,1
FES,7
KIF4A,1
ZNF675,1
FAM234B,1
TBC1D10A,4
BCAS1,1
RABGEF1,6
WASHC3,7
TPCN2,4
LSMEM2,2
PIK3IP1,2
FMO2,1
NFU1,3
GTF2E2,2
GAS2L3,2
RPS11,1
DLG3,5
MAPK9,11
THEM4,2
SHPK,1
NSA2,1
SSTR5,2
ARHGEF5,6
COL7A1,1
SRSF3,3
PKN2,7
CSRP2,2
SLC66A1,1
ALDH18A1,2
SETD4,2
C5orf24,3
CHGA,1
ZFP36,2
MORN4,3
GMPPB,3
SPATA6,1
ING1,3
MED9,3
PSMD9,6
CD24,1
WDR13,1
LRIF1,5
SOGA1,1
ICE2,2
CDIN1,1
GTSF1L,1
COL5A1,1
CD68,2
MCRS1,8
PI4KA,1
KIAA0100,1
ZNF418,2
GUCY1A2,1
SLPI,2
TCF7L2,9
THBS1,3
CDC40,1
GON7,1
PLK2,4
CXCL10,1
HK3,2
ST8SIA5,2
MVD,1
COQ5,1
DDX28,1
CYB5R1,3
DEF6,3
TRIM44,1
KCNA5,5
KLK5,2
KDM1B,1
NUDT10,2
NDUFS3,7
EXOSC3,9
SMCO1,3
CNTNAP1,1
ZNF555,2
DACH2,1
AADAC,1
NEK2,5
GNL3L,3
NPTN,1
H2AC17,2
LGALS14,3
TCF12,2
ZNF821,1
CDC20B,3
CSN1S1,2
ATG3,2
RFFL,2
CEACAM6,2
NOP9,1
ERF,1
VGLL4,4
NRARP,2
ZC3H15,1
B3GNT9,1
FKBP2,4
MRTFA,1
GPR137B,1
TIRAP,10
ZBTB8OS,1
VAMP3,7
MTMR12,2
ALOX15,2
QTRT1,2
AHNAK2,1
CFAP20,4
CETN1,5
WIPF2,1
G3BP2,7
IDH3A,2
GPR21,1
GDA,1
CLDN8,2
PAK5,5
SPOP,3
DEDD2,1
H2BC1,1
KRT37,1
C5orf60,1
TRRAP,4
CCDC185,3
FCHO1,2
DUX4,1
PRKCG,5
DUSP29,2
DENND1B,2
PKHD1,1
OR10G4,1
TTC39A,1
SLC41A1,1
RPS19,4
GPR37,4
ZNF608,1
TMPRSS6,2
CEP131,4
LSM4,4
LRRIQ3,1
SHLD2,2
PALM3,1
LAMB1,1
RFWD3,4
HNRNPLL,7
ITGB1BP1,6
RASSF10,2
CDCA7,1
SMG1,4
ADAM32,1
NREP,3
SND1,4
PRTN3,1
RENBP,1
BNIP3,7
SIGLEC12,2
FOXK2,2
SMYD2,2
TONSL,2
ALCAM,2
YTHDF2,2
GPNMB,1
VPS37A,1
MTNR1B,4
FRMPD1,1
PARP11,5
TLE3,2
GP6,4
ASB7,4
DNAAF8,1
GARS1,2
NFE2L3,2
CALCA,1
KLRF1,1
RPL5,1
TIAL1,4
INO80E,4
URB1-AS1,1
ZNF212,3
ARHGAP5,1
C5orf64,1
CERK,3
VSTM1,1
HYLS1,3
PIAS4,6
TMOD2,1
PTH,1
BAG4,4
VAX1,1
AP1G2,4
SNCB,3
AVP,2
FAM83B,1
ELF1,4
MGME1,2
INO80D,1
PEX1,2
RBBP5,10
ASPRV1,1
ZBTB33,1
YIPF2,4
ZFPL1,2
KLHL10,5
BTBD3,1
ZFYVE28,1
GPX8,1
LGALS12,1
COX6B1,2
SLC9A7,1
ZMAT4,3
BMP7,5
CSKMT,1
GALT,4
METTL21C,1
KRT36,1
RGL3,1
ZNF202,4
PNMT,1
VPS36,2
RB1CC1,6
MRM3,3
GTF2H5,5
TAC1,2
PMS2,8
ASB17,1
UBL7,2
TCP11L1,2
UNC119,4
SIRT4,3
PPARGC1B,1
FOXN3,4
ATP11B,4
TAP2,4
HIRIP3,3
KCNE3,1
FNTA,2
SLC6A12,3
CEBPZ,3
SH3BP5,4
WIPI2,5
ROGDI,3
SPINDOC,2
KRTAP1-1,1
LRP5,2
SLC2A5,2
RASSF4,3
MAGEB4,4
AMER3,1
SPSB1,5
SOX15,3
TRIM11,4
ZMAT2,4
MCMBP,7
DENND4A,1
ZNF20,3
SIAH3,1
MAPKBP1,2
DHX29,1
FEM1B,1
CCNQ,2
WASL,13
MAGEA9B,1
XPO1,5
CEP135,5
SLC25A3,1
GBP3,2
CDH13,1
PDZK1IP1,2
BSG,8
RAP1GAP,1
PMVK,2
AGAP2,3
GARIN1A,1
TMEM109,1
SAP30,3
STK32C,3
NDUFV1,3
SPANXC,1
RBM22,4
CPNE3,1
CHRNA7,3
CCNT2,1
CHCHD10,4
ETNK1,2
CBFB,3
HSPG2,3
IAH1,1
PIP4K2A,2
DLX6,1
CLDN2,2
ATG5,8
TMPRSS4,2
FKBP5,2
VSIG4,3
PKMYT1,3
SCNN1A,3
RFXANK,5
PRR16,3
UBE2S,3
SLC25A15,1
PSMB5,4
SLCO6A1,1
SERTAD4,1
C6orf201,2
GSTT1,1
RHOG,1
KTN1,3
PIAS2,6
MAD2L1BP,8
PM20D2,2
RBBP6,1
ZC3H11A,2
MSL3,3
BLOC1S4,1
ND3,1
PPP1R35,1
GZMB,1
NRG1,1
PRKCI,14
KDM6A,4
KCTD17,5
MAGEA10,2
TXNDC16,1
NAXD,4
ZNF816,1
BIRC5,13
C12orf76,1
ERG28,1
TMEM216,2
EPHX4,1
PLPPR2,2
RAMP3,2
PRMT8,5
ARHGEF4,5
KIAA2013,1
CAMSAP3,2
ARL16,2
E2F1,23
C1QA,4
MGRN1,1
AOC3,2
TMEM95,1
PALM2AKAP2,2
C1QB,4
CASP9,10
STX12,5
GPR183,2
TBPL1,4
AMMECR1L,2
H1-10,1
KPNA5,1
ND1,1
CCDC149,2
MC1R,3
MBTPS2,1
PPP1R26,2
SIX1,7
TEC,6
IDH3G,1
FIGNL1,2
JMJD1C,3
MYLK,4
TAF7L,2
IK,5
FABP2,2
NAT9,3
THAP1,7
CST4,1
U2AF1,9
DNAAF4,6
FEN1,9
KDM1A,21
S1PR4,2
LTN1,2
PGR,7
RNGTT,4
AIPL1,3
APOBEC3A,1
TCF4,16
PARL,2
SLMAP,2
CCDC148,3
RALB,5
TOMM40,2
TSPAN3,1
TCP1,4
ADAL,1
SHD,1
TRIB2,4
PTMA,4
FMO3,2
SMARCE1,10
PMS1,3
SEZ6,1
ITLN2,1
ZC3HAV1,6
FGD6,1
RPUSD2,1
RPS27L,1
PPAT,1
CLSTN1,3
GNPTAB,1
SULT4A1,3
ISL1,1
ITGB3BP,6
PPP3CB,6
NDUFV2,4
NR4A2,1
RPL23,2
MRPS6,3
BBS9,7
TGFB1,11
CD1B,1
LRCH2,2
RSBN1L,1
RBBP9,1
TRIM2,3
SLC43A1,1
MRPS12,1
CCDC65,1
GUCY2D,2
SHISA3,2
CCDC179,1
NFKBIE,2
CLC,2
SEPTIN1,4
FYTTD1,3
PPFIBP2,1
WFDC2,5
DLST,3
CPA2,1
RAE1,5
MYRF,1
FSCN1,2
WIPI1,2
LANCL1,2
ACHE,1
TOX4,2
GFI1B,1
RNF2,12
APH1A,5
ZNF7,1
HAL,1
RND2,1
CKAP5,4
WFDC10A,1
CD53,2
AARD,1
CSNK1G1,4
IFT81,2
ZFP2,3
EIF4B,2
SFTPA2,1
CRAT,1
RAB14,3
ZNF672,1
FAM214B,3
ARMCX5,2
FAAP20,3
IGSF8,3
AICDA,5
IL1RL1,4
NBPF3,1
PDIK1L,6
SELENOS,4
LDB1,2
UQCRH,3
DAPK1,9
QSOX1,1
KCNIP4,3
FLYWCH2,1
SNRPGP15,1
AKR1B15,1
MED14,2
ATP5MK,1
MAPK13,5
TYK2,9
EIF2B1,5
KMT2C,4
RTN4RL2,1
LRIG1,9
GNB1L,1
COTL1,2
RGS10,2
CTSD,2
ERCC6L,5
NDUFA6,2
FAM161A,6
POLE,4
OPA1,3
SPPL2B,1
CD2,6
IFNW1,1
ITGA6,2
CAMK2G,3
DUOXA2,1
RHEX,1
FZD4,2
ABCE1,1
ADO,1
TTC23L,2
STIM2,2
LRP4,2
TMEM41B,1
SCAF11,1
PTK7,4
DEFB108B,1
RPRM,4
CEBPG,4
SIGLECL1,1
LPCAT1,1
DCP1A,11
CTSK,1
PHLPP2,5
CHAMP1,3
TSPAN5,3
UBE2J1,5
AKR1C3,2
MESD,1
SLC16A3,2
ARHGAP8,3
RNF185,2
AUNIP,1
CRYBB1,6
POLRMT,2
TAF11,3
FMN1,1
C9orf78,1
MPP2,1
HAND1,1
ARHGEF15,3
NCOR1,10
INTS10,4
SEPTIN12,5
FOXC2,4
BRI3,2
DYNC1LI1,4
PNRC2,7
NPRL3,5
DDX60,1
SNX2,2
DBF4,2
CCL5,2
EFNB3,1
AKR1C2,1
WDR18,3
FARS2,3
EMC9,1
RAI2,2
BEX5,2
TRPC6,2
CGGBP1,2
NOL8,1
SPRY1,3
NCSTN,6
BORCS6,3
CD37,3
NOL7,2
SUOX,3
SCAMP5,3
FNIP2,1
MYO5B,2
RGS13,1
ADORA2A,7
GNG11,4
APOOL,1
ZNF26,1
TRIM15,1
MORF4L1,7
TRIM68,1
FBXO4,8
GNB1,4
NPHS1,3
PBX1,3
ZNF17,1
MVB12A,1
GUCY1B1,1
SINHCAF,3
CD47,5
PIF1,1
TSSK6,5
ELAPOR1,1
RFX1,1
UBE2D2,5
TRIM13,3
PARD3,5
HDGF,2
PARP16,3
IL12RB1,2
GNAO1,1
DPY19L2,1
RHOJ,4
YWHAH,21
PIK3R1,43
UBXN11,1
SH3GLB1,6
BEX3,3
C1orf87,2
TRIP13,6
RSPRY1,1
CLDND1,2
RPS4X,1
TSC1,8
EIF2B2,1
SPHK2,1
LIN37,5
C18orf25,3
IFI27L1,1
NCOR2,13
C21orf91,1
TRIM72,2
CLEC3A,1
CYP1A2,2
PSKH2,4
SH3BGRL,1
EGFR,80
KRT73,2
PFDN1,3
LMO7,1
TRPS1,1
MCM6,9
CCDC50,3
RIBC1,3
CRB1,4
CEBPD,3
POGK,1
CCNK,4
TMEM258,1
RPL11,6
ULK1,14
TXNDC11,1
BEST1,1
AXL,5
RCSD1,1
RNASE3,1
COPS5,18
RAB5IF,1
ZDHHC17,4
NT5C,2
DAZAP1,1
MRPS23,2
C7orf25,3
STEAP3,1
WNT7B,1
TEPP,1
FADD,19
RCC1,5
ARID5B,1
RHO,2
PPM1M,2
TYW3,2
CSNK1E,15
ACOT7,2
MRAP2,3
NKX3-1,3
DNAJB5,1
SLC5A6,1
TNNI3,5
THBS3,1
TRIM35,1
LTBP1,4
MSS51,1
ZNF121,1
THEM5,1
IER2,2
HAS3,2
CC2D2A,1
KLK2,1
ASS1,4
ZNF281,1
ATP5F1C,3
CRLF3,4
MPV17,1
STXBP1,5
VWF,6
PBLD,3
HLA-DQB1,2
CMTM4,2
SLC6A3,5
POLR1F,1
ZNF416,1
PNPLA3,1
PPP1R2C,1
CCR9,1
LRPPRC,4
GDF6,1
RPS2,2
GRID1,1
ANKS6,2
HOXB7,2
EAF1,6
DAB2,6
OR52L1,1
PLP1,8
RP2,3
TRPM5,1
DBR1,1
DNAJB2,2
MTF2,4
CTAGE6,1
PYCR2,2
FEZ1,2
HOXA10,2
CEP290,12
TSLP,2
ASCL3,1
LILRB5,1
KIAA0232,1
ICA1L,2
CRTC2,6
DIXDC1,1
NEBL,5
POLI,7
NEUROD1,2
LONRF1,5
RXFP1,1
AXIN2,7
GAA,1
GARIN1B,2
RSF1,1
FRZB,2
FAM187B,1
TUBG1,8
CASP8AP2,5
CYP3A5,1
IRAK4,9
C1orf74,1
JAM3,3
PDLIM7,5
SEMA4F,1
PFKP,1
SLC25A10,6
PRAM1,3
DISP3,1
ACOT8,3
CDC16,5
OTOR,1
FAM168B,1
MYO9A,1
AURKC,6
BCAT2,1
KRT5,4
CCT3,6
GAST,2
TMEM108,2
RECQL,2
BCL2L15,3
NR1I3,3
SOCS3,9
TMEM208,1
CCS,3
GATA2,7
MEST,3
POLR1B,2
MLYCD,1
PTGER3,2
VSX1,2
TK1,3
STRN3,5
THOC5,4
HCFC1R1,1
SYTL5,2
MYH11,2
PRDM1,5
C19orf47,1
MAGEA3,3
DCAF4L1,1
CD9,6
UEVLD,1
PLEKHA5,2
ERG,6
CHP2,1
FAM53B,1
MTHFD2L,1
GGA2,7
PFN2,3
SSX2B,3
SIGLEC8,1
MAK16,2
ZNF165,2
C11orf54,5
CACNG5,1
NRM,3
GPATCH2L,4
C4orf19,1
LYPLA2,2
UBA6,2
CUX1,2
GRB7,10
ULBP1,2
TAL1,8
ANTKMT,1
EMD,13
RHOH,1
MAPK15,5
OSBPL11,1
GREM1,2
SNX18,4
HDAC7,8
PNLDC1,1
FAM161B,2
ESYT1,3
GCNT3,1
PPP1R32,2
C8orf48,3
SPIN1,3
PTPN6,19
GNPDA1,2
DNM2,13
SHLD3,1
RARRES1,1
UBB,12
RPL27,1
PHYHIP,2
WWTR1,10
FFAR3,1
SLC16A4,1
WDR45,1
LDLRAD4,1
PCK2,2
CYBC1,3
PDRG1,2
AMPD1,1
RCC1L,1
CMTM7,1
ACO1,1
ADAR,2
HOOK2,2
YPEL5,2
CRX,3
DZIP1L,3
CASP14,2
ZNF624,3
PCGF2,10
CIRBP,7
TFPT,4
COX2,1
BLOC1S6,5
VDAC3,1
RMI1,7
CD27,6
AP2M1,4
STYX,2
CAMKV,3
PLGRKT,4
CC2D1B,2
SFPQ,9
NLRP12,2
GPC6,1
ANG,5
FGD5,2
C6orf58,1
RWDD2B,4
FGF9,2
ZNF71,2
FAM126A,2
TFAP2D,1
TPSG1,1
IGF1R,18
ATF5,2
MMP14,11
PYCARD,17
WDR25,3
ITM2C,3
ZBTB12,2
MED6,2
PHETA2,3
PPHLN1,5
MAGEE2,1
SMOC1,3
MCF2L2,2
OTUD5,1
ALOX5,5
KLF5,2
PACS1,2
CIAO1,6
NIBAN1,3
RAB3A,3
CAPRIN2,3
FBXL15,4
ZNF254,1
TTC21A,2
FSCN2,1
SMAGP,2
ARRDC4,1
STAP1,4
CRACR2B,1
