gene_or_protein,study_bias_score
RGS4,1
ALOX12,1
CNOT7,13
HPS6,1
OSR2,2
TRIML2,2
SLC29A1,2
ABCC4,1
JAM2,2
SNX1,7
GMEB1,3
CACNB3,3
TXNDC2,1
KRTCAP3,1
HMCES,1
FADS3,1
ARHGAP32,6
LOC102723655,1
ACOT11,1
TRPV5,2
CDHR2,2
EIPR1,3
PRPF39,1
GLA,1
ATG4C,1
LUZP4,2
SCMH1,7
CEP19,3
MTRES1,2
HYAL2,3
TNN,1
AVPI1,3
TAF10,2
CSDE1,5
MAP3K7,15
NUAK2,5
MAGEA4,3
FIBP,4
MELTF,2
PHACTR3,3
COX7A2,2
AGRP,1
LYPD6,2
NME3,5
ARHGAP20,1
TTLL2,1
ZNF215,2
PTPRT,6
ECH1,4
WAS,25
RPS10,2
TNIP1,6
LCN1,2
MACROD1,5
ABCA2,1
LOC102724560,6
KIF13A,4
KRI1,2
PRL,4
ZC3H12A,3
CPNE7,3
CDC37L1,1
SNX10,3
GJB1,1
TEX45,2
CASP5,2
ADAM10,6
KIF14,1
MDM2,58
WDR12,1
DUSP12,6
PSMD14,5
GABBR1,3
RPL28,5
CAPNS2,2
C3orf62,2
ZC3HC1,1
DUSP3,1
B4GALT2,1
IRF4,4
WDCP,2
RAB4A,6
PGAM1,2
PHLDA2,1
PNKP,8
ZNG1A,3
IL1RAP,3
CTTNBP2NL,4
OPTN,20
ACSM1,1
SPATA13,3
FCRL4,2
FKBP15,1
TPP1,4
KLHL4,1
PPP1R12B,1
COLGALT2,3
TM6SF2,1
UBXN8,3
C16orf72,2
INCENP,8
MCM3AP,2
CDC25A,9
SPIRE1,2
FGB,1
VWCE,2
TP53I3,1
HSF5,1
FAM104A,2
TP53INP2,1
CA8,6
NSUN2,1
SLC22A6,2
PTGES3,2
EPHB4,1
WDR19,2
STT3B,2
C1S,4
CHMP7,1
FOXO4,4
PPP1CB,13
SCAND1,3
ATP6V1G3,2
CDKN2C,8
TRIM43,5
ABHD4,1
DYNLT5,1
MS4A4A,2
TMEM50A,1
DAG1,4
MOXD1,4
RRM2,2
F7,1
MCOLN3,1
LRRC27,3
VCAN,1
SLC37A4,1
SLC19A3,2
CTNNB1,68
SOX10,5
USP8,5
KRT38,2
SNX8,4
CXXC1,6
ABR,1
COPS4,4
TTC9B,1
TRAPPC4,1
JHY,1
NUP107,4
ARGLU1,3
ZNF586,1
CHMP1A,4
SCAMP4,1
TALDO1,2
BRPF3,1
CELF3,3
RALYL,4
SPATA6L,1
IFT22,1
RALGDS,4
SLCO3A1,1
NFKB1,19
CCT8,1
ARHGEF39,2
IRX4,1
PRKRA,10
GNMT,4
SLC16A13,1
PPM1G,3
PDPK1,11
RNF217,1
ARMC5,2
IRS1,9
HSD11B1,2
PDLIM5,4
ZDHHC19,1
PAQR6,1
LINC00588,1
PIWIL1,3
CSTA,1
TRIM10,3
MTMR2,2
CISH,3
CDYL2,1
FANK1,2
SYPL1,2
RHBDD1,2
DYNC2I2,4
YLPM1,1
PAX9,2
VWA5A,2
MAD2L2,8
ATP6V1A,1
PGLYRP3,2
UPF3B,9
ZNF337,2
SCN5A,9
MOCOS,3
DDX1,1
ANXA10,1
NLRX1,3
POMGNT1,3
WDR5,17
CTF1,2
FASTKD2,1
ALDH1L1,2
GAD2,2
RUFY1,5
CDC45,4
CABP4,3
PSCA,1
ZNF175,3
CSN3,3
TAT,3
STAT6,3
SCARF1,1
JOSD2,3
GSTCD,1
ELP2,2
BICD2,2
SLC38A1,3
HHIPL1,1
HGFAC,2
AKAP9,6
USF1,5
GATAD2A,3
VKORC1L1,1
P2RY11,1
CHI3L1,4
LARS1,3
NFE2L1,2
YJU2,4
NDUFS6,3
CCDC57,3
INTU,3
IRAK2,6
VPS26C,1
MTUS2,5
C12orf60,1
LARGE2,1
PCBP2,7
IFNA14,2
LRRC39,3
TRHR,1
PPP1R16B,4
OPN4,1
POLE4,3
SRD5A2,1
PWP2,1
NAP1L3,1
LHFPL2,1
ZNRF1,1
NFX1,1
NTRK1,9
BAG5,6
LRWD1,2
SETD1A,1
SLC25A17,2
SMARCA2,8
PGD,1
YAF2,6
SYT15,1
SLC13A2,2
UBE2DNL,1
LSM14B,1
DDX39A,3
COPS6,8
YTHDC2,1
NUP133,5
KLF3,4
CFAP206,3
DCUN1D4,1
FOXI2,1
ZFPM1,2
CBX6,6
UBE2C,4
QARS1,3
CFI,1
IKBKB,19
CENPC,4
PCDHA12,2
TUBB4B,1
TMEM222,1
USH2A,2
PDE3B,1
ACSM5,1
CHRNA9,1
CTBP1,13
FAM114A1,2
COL11A2,1
HLA-F,5
TMEM201,2
IL23R,2
APOBEC3B,2
MASP1,6
ZNF626,1
COX7C,1
CCDC198,4
XRCC3,11
EVC2,1
ZNF764,2
GSTA4,2
BMI1,16
NOP2,1
SLC38A3,1
IL15RA,1
SERBP1,7
XRN2,2
TRIM60,1
TTBK2,4
CLIP1,6
COL2A1,3
RASL10A,1
PCDHGC3,1
WDR3,1
CDYL,4
WSB2,3
NAA25,1
USO1,1
FGF4,1
LOXL2,6
C1QTNF6,3
MRPS9,1
EIF2B4,3
AEN,5
PIP4K2B,1
KRTAP4-5,1
TBC1D7-LOC100130357,5
PNMA5,4
P2RX1,1
PSMB7,4
ANKRD29,1
SNW1,15
ZNF655,2
PSMB3,5
CKAP2,1
KRTAP9-2,3
FAM13B,1
SERF1B,2
APOE,13
MED19,7
EDNRB,2
CBX3,9
SYPL2,1
AGTRAP,4
DUX3,2
RNASE7,1
TCP10L,6
TINAG,1
PPP2R1B,3
BPGM,1
DNALI1,5
HAO2,2
ACSS1,3
PRELID3B,1
ASCC3,2
PPCDC,2
MAGI2,7
SPEN,3
MAZ,4
FYN,41
EZR,11
GOT1L1,1
EXOC3L1,1
GNG7,1
KIF2A,3
AGPAT2,1
GJB2,2
LAPTM4A,1
HPF1,1
ROBO3,1
TXNRD1,1
CDO1,1
SS18,4
BAIAP2L1,2
KDM5D,1
ZNF567,4
HIC2,3
NONO,6
ROPN1,5
RIPPLY2,4
FGD1,2
KCNA4,1
SIGIRR,1
POU2AF1,2
NOTCH1,16
ALAS1,2
HAUS1,9
EIF3C,1
AHDC1,2
MESP2,1
S100A2,3
SRGAP3,3
CROCC,1
RRAS2,2
TPK1,2
BCDIN3D,1
CDC73,13
TLR5,4
LAMP3,1
CSTF2T,5
UTP23,2
CALCR,3
MCF2L,1
RASL11B,1
UBE4B,2
ADCYAP1R1,1
SNTA1,5
NEUROD4,1
WFDC13,1
ZW10,4
GRB14,3
EXOC3L2,2
MTURN,1
KICS2,1
LRRC45,3
KLHDC1,1
IVNS1ABP,1
NVL,3
RNF26,1
SOX17,3
HRG,1
KCNC4,2
USP19,2
RAB3D,2
ENTPD1,1
ATP6AP1,1
SNAPC1,2
SALL2,4
SLC35E3,1
KCTD10,1
DEFB1,1
NLGN4Y,1
MATN3,4
MAF1,1
SRM,2
COMMD3,7
FAM228A,1
IRF7,2
ZNF69,2
TNFSF15,1
ZNF467,1
PPP1R37,1
HACL1,3
UFC1,1
KRTAP10-11,2
PIANP,2
ADH5,1
GNG10,3
CNPY3,3
RPS6KA4,2
SKA2,2
MLXIPL,1
GTF2H4,1
TFB2M,1
SFTPA1,1
LNPEP,4
NPPB,2
PAN3,3
CDCA5,5
PPP2R2C,5
ADD2,1
EED,10
GNG3,2
COQ7,1
C3orf38,1
CD4,4
RPS6KA5,7
DCTD,3
AGO2,25
ERGIC2,1
CLTA,3
SRP9,3
RETREG1,2
IGHMBP2,1
ARPP19,1
GNPNAT1,1
AZU1,2
EPHA2,5
GNPDA2,2
SLC25A42,1
FOXK1,2
ADGRF4,1
C17orf80,1
TSSK1B,5
NFKBIA,18
AKTIP,7
CTU2,1
H3-3B,10
EPRS1,3
ATG14,7
D2HGDH,1
SRP14,1
ADGRE5,3
NEURL4,2
SLTM,1
ARHGDIG,2
API5,2
CPSF4L,1
HRC,3
B4GALT3,2
CYP7B1,1
PAXIP1,8
MICU1,6
ZNF138,2
ATN1,3
DIDO1,2
TMEM14A,2
WNT3,1
EME1,3
ORMDL1,3
FBXL12,6
RNF114,2
ZBTB43,2
SEPSECS,1
NYAP2,1
RPS6KB1,9
USP13,4
PPP2R1A,26
GPR179,1
CYP2S1,4
BCOR,5
CIP2A,2
PKD2,11
KLHL35,3
SETD3,1
GALNT11,1
ZNF563,2
MCPH1,1
MED4,6
FZD2,2
EMILIN3,1
SPG21,4
PSAT1,2
TNC,1
PIP4K2C,1
SLC46A3,1
FEZF1,1
TNPO1,1
TAGAP,1
PLOD1,1
CASR,1
CLCN7,3
STK38,9
NCR1,4
MYCL,1
TP53BP2,18
GIMAP2,1
NFKB2,5
RBMS3,1
CMAS,1
ZNF692,1
PGLS,1
PRR23B,1
CELF2,1
ZSCAN31,2
FOXP2,8
FAM110C,1
C9orf43,1
PSMC6,4
BMP5,3
STXBP3,1
SGMS2,1
CD300LF,4
ASTN2,1
EIF2AK3,3
SLC26A8,1
GRAMD2B,4
UROD,3
PTPA,5
MGAM,1
CNMD,1
SAMD4A,4
SNRNP25,2
LHB,2
TUT4,2
GSDMD,4
PIM1,10
RNF213,2
VAX2,2
SPAG8,1
PSMC4,8
TIMMDC1,4
ZBED1,3
ANKRD45,2
HDDC2,1
RPIA,2
SMU1,5
FBXO7,8
FOXF1,1
CCDC28B,2
FOXD3,2
PNPLA1,1
FAXC,1
ARPC1B,3
DTNB,7
EMP3,3
NUPR1,3
LAMA4,1
GUK1,1
NECTIN4,4
RIC8A,4
VPS18,5
IMPA1,4
EMC2,6
HUWE1,5
NUFIP1,3
KRTAP3-1,1
PMPCB,1
PTPN21,2
RIMS3,4
RAB29,5
AVPR1A,2
PTPRH,4
PAX6,3
FERMT2,5
PSTPIP2,1
PIGC,3
CWC15,6
RAB39B,5
CHD2,3
RPS6KL1,2
GSC,1
HESX1,2
LIFR,1
GATA4,3
ERMN,1
RAPGEF4,5
COIL,7
PPCS,1
INPP5J,2
POLA1,1
IFNL3,1
DYNLT1,2
F10,3
LRRC41,2
CXorf38,1
AP5M1,2
CDC42EP4,1
CLVS2,1
PEX6,1
CIAO2B,4
RPAP3,5
LRRN1,2
CDS1,2
VWC2L,2
TBL3,2
UNC45A,4
LMAN2,1
C1QTNF4,1
PTAFR,2
AHNAK,2
RPL6,1
RSKR,1
ILVBL,3
ADNP,1
BRINP2,1
MAGEA8,1
LMO1,5
BRAP,3
MYO7B,1
OTUB2,3
CISD2,2
IQGAP1,12
COPS2,4
FBXO31,3
KCTD8,1
ZNF777,1
HAPLN3,1
ACE2,12
C11orf42,1
BHLHE23,1
ATP6V0C,5
C16orf87,4
HILPDA,2
EPHA8,4
B2M,12
FAM3A,2
NSMCE3,4
C22orf31,1
NMRK2,1
EIF1AD,3
WLS,2
CBX4,7
CCRL2,1
KRT4,3
HOXD12,2
BUD31,3
SF3A3,2
SLC32A1,1
SNAI2,1
CACNA1I,1
GPSM1,3
EIF3H,9
SUSD3,1
RPS26,3
CNOT2,5
ACP7,1
SETX,4
FOS,15
TMED3,2
ARL11,2
TP53INP1,3
INO80,5
SPECC1L,1
P2RX4,3
TMEM17,1
FGF8,2
ZFAND2A,1
GORASP2,9
PLSCR4,4
GOLT1A,1
TBX20,2
DUSP28,1
H1-0,4
SF3A1,4
SCARF2,1
TMEM176B,1
GRK2,7
EXOC5,3
CES3,1
STK36,3
CREBRF,2
SNX9,13
LTBP2,2
PID1,2
SEL1L3,1
C19orf25,3
MRE11,4
PPP3CA,8
EIF4A1,5
C12orf50,3
TRIM7,3
NLRP2,2
TM7SF2,1
MAGEB6,3
PAGE2,1
KRTAP12-2,2
NFE2L2,9
PATL2,1
USP43,2
KIRREL3,2
SNF8,6
FSCN3,1
SEC14L3,1
STAMBPL1,6
CCL13,1
ANK2,8
DHODH,1
PAX4,4
RUSC1-AS1,1
RPA1,10
TRIM3,1
IL36RN,3
AMDHD1,1
STX1A,3
NPR2,2
GPSM2,2
KLHDC10,2
PPM1D,7
NTF3,2
ALB,5
RAET1E,2
GALR2,1
ICAM4,3
MPZ,1
RHD,1
PYGM,1
SCGB1D4,1
RESF1,1
CDK2AP2,4
ICE1,1
EEF1B2,3
LCE3A,1
CCL4,3
NRXN3,1
ZFC3H1,5
FTL,7
PTCRA,2
HOXA5,2
NDUFB6,1
DNA2,2
CAND1,4
LRRC26,1
SFT2D1,1
WWP1,5
CD300A,4
MX1,6
LZTFL1,6
H2AW,2
PAFAH1B3,6
NANOGP8,1
G2E3,3
CSTF2,8
COG2,3
CSHL1,1
CPA6,1
RBM17,7
MTG1,2
ABLIM1,5
HTR1E,3
CCNI,1
AUP1,4
ACBD4,2
MAP2K6,3
RAB8A,8
SARM1,3
POSTN,1
SYNJ2BP,3
PCDHGA5,1
GDAP2,1
MAGEB10,1
TMEM183A,2
KIF1C,1
GMDS,3
RHOU,4
NATD1,3
CHRNA5,1
XPO6,2
PHAF1,1
ISG15,3
POU2F2,1
KIAA0040,2
GARRE1,1
FLT3,5
TMTC4,1
ZNF410,4
EPAS1,10
PCDHB7,1
DAO,1
FOXD4,3
TMEM200A,1
ACTA1,1
ITGB8,2
USP9X,2
RASD1,2
EPS8L1,4
UROC1,1
SCGB1D1,2
GDAP1,1
CHRD,3
CXCL12,1
NOD1,6
PGS1,1
SLC7A14,1
UGT1A8,1
GOLGB1,1
SPATA20,2
CCDC60,2
CNTF,4
PHEX,1
RNF169,2
APLN,1
CEP44,1
PRRC2A,1
RER1,1
MRPS26,2
SUMO1,34
NPVF,2
RNF151,1
FBXO33,1
FGF1,4
PBXIP1,5
TSSK2,5
TBXA2R,3
HTR3E,2
HPD,1
RNF20,5
MAML3,1
LRATD2,4
JUP,4
SYNE1,3
CD99L2,3
GUCY2C,1
EFNA5,4
EVL,7
SMCO4,3
MRPL27,2
ARSL,1
LCE1B,2
HTRA1,3
KCNN1,1
PRR13,3
DDX19A,3
AQP3,1
RFC4,6
TACSTD2,2
CELSR1,1
GOLM1,4
HOXA1,9
SRPRA,2
ELMO3,1
KNG1,3
TACR3,1
TTC9C,2
PSIP1,2
NCK1,23
CCDC24,4
LSM11,1
HLA-C,10
TLNRD1,1
SPARC,3
RNF166,2
GAK,4
GRPR,1
VGLL3,1
ZCCHC10,4
NR2C2,6
UBTD1,2
LDB2,2
POLR1G,1
CSGALNACT1,2
ESM1,1
RP1L1,1
KRTAP6-1,1
WDR44,1
TSNARE1,2
HOMER2,3
FGFR1,13
SH2D3C,3
RHOT2,4
LAIR2,2
PDCD6IP,10
WBP1,2
NOM1,1
NR1I2,1
PENK,1
AKR1C4,1
PPM1L,1
COQ2,2
PRKAA1,13
HTT,17
CSNK2A2,9
SLC48A1,3
PNPO,2
ARL4C,1
NPL,3
TNS2,7
LRRC4C,2
TLL1,1
TYROBP,4
DIRAS1,1
SH3GL3,9
ZNF436,2
HTR2B,4
IGFBP6,3
NEDD4,11
ZNF354C,1
ACP1,3
FGFR1OP2,1
TPH2,1
TBC1D9,2
DMBT1,3
TMEM223,1
RICTOR,14
CRYZ,1
CNKSR2,1
ZNF513,1
HACD1,3
STC2,1
BUB1B,13
BST2,2
CCDC158,1
DTX2,4
TMC7,1
NUP37,1
FN3KRP,1
CCDC113,2
ZMAT3,5
SATB2,4
ADCY4,2
GPR107,1
RPS19BP1,5
ZBTB10,1
ACVR2A,2
IPO11,2
PEX2,2
PAX3,4
CD163,1
APOBEC3D,1
TMA16,4
EIF3G,6
DUSP16,3
GTF3A,1
ZNF85,1
SAMD4B,1
SPG7,5
ZNF483,3
TTC30B,3
TMEM218,2
SLC39A8,1
MARVELD2,3
RBM8A,19
PPOX,1
HNRNPAB,3
CD5,1
HTATIP2,2
FTHL17,1
DNAJC28,1
KRT39,1
BOK,1
CEP104,1
RPN2,2
HYAL1,1
PAWR,4
PRSS22,1
OBP2A,1
RRP12,1
CCDC121,4
RYK,1
FAM217B,1
SCGB1A1,4
TTLL9,1
PLVAP,1
NDN,6
POLR3GL,5
CENPM,1
MTIF3,1
MPHOSPH6,4
POLE2,5
RAB17,3
RHCG,1
LRP12,1
TMEM19,3
CD69,2
PPP1R14A,2
OBI1,3
FLRT2,1
GAPDH,12
ENPEP,1
ZBTB26,2
HPS1,2
TM4SF19,2
PLEKHM1,1
MCUR1,2
PRKDC,6
CAPN15,1
ZNF24,8
GABPB1,5
SRSF7,3
SUCLG2,1
FMNL1,4
DCTN5,2
TPCN1,3
PCDHB3,1
FER,5
ST3GAL2,1
ARHGEF19,3
KLHDC9,2
POLR2F,1
FBXO2,2
TDRD1,3
POGLUT3,1
PRDM7,2
MARK2,10
PRLR,1
XRCC6,16
HPGDS,2
IST1,6
STAG2,10
LSS,1
RFESD,2
FBXO3,4
ITGA2,7
EBF2,1
MYOG,4
BCL2L1,41
CDK2AP1,6
ZNF564,3
IFNA5,1
CKLF,1
NOTCH2,1
PEX5,3
FNDC3B,4
WDFY1,1
LYRM4,2
WASHC2C,1
TAC3,1
EFHC1,5
SUSD6,3
KCNA2,1
MRFAP1,5
DRC3,1
DNMT3A,10
DEFB131A,1
SLC25A31,1
KRTAP9-4,2
BAZ2B,6
BCAT1,1
DEFB128,1
NAT16,1
NKD2,3
MYO18B,1
FBH1,5
PPIL3,3
SLC25A36,2
BFSP1,2
ZFP90,1
RPS25,3
TAFA4,2
NEK8,8
VANGL1,2
TIMP1,3
SUN1,3
SETBP1,2
SHBG,1
KIR3DL1,1
RIN1,12
ITGB7,4
UPF1,21
HSH2D,2
DGKZ,1
SH3GL1,9
APLF,7
RPAP2,3
GALNT6,1
HBEGF,1
SLC25A13,1
SH3D21,1
ZCCHC13,2
GIPC2,4
HOXD10,2
CCL16,2
RAD23B,13
C8orf34,1
TACR2,1
PHYH,6
TTLL12,1
TM6SF1,1
UXS1,1
JADE3,2
PBX4,2
PDGFB,2
C9orf24,3
ESPNL,1
WNK4,2
GTPBP1,1
PTBP3,1
SLC13A5,2
RNF208,2
SSX3,4
ZNF19,1
ETFDH,1
CCDC197,1
SPOCK3,1
BLCAP,2
MUL1,4
KRT222,1
ATP8A1,1
TM4SF18,2
C8orf44-SGK3,3
KPNA7,1
CHERP,4
POLG2,2
NRIP2,2
KSR2,6
PPIL2,4
GPR52,1
PLD3,1
CDK17,4
NBN,13
TRIM14,1
CAMKK1,4
ZNF598,1
CCR6,1
BBIP1,2
POLR1E,1
MT1B,1
CD82,3
PTPRE,3
ATL2,1
RARS1,3
SPEM1,1
FANCC,6
UGGT2,2
MRTO4,1
SLC25A38,1
TIMM8A,4
KCNV2,2
TMEM255B,2
MAS1,2
RSRP1,4
ETFA,1
PCNX2,1
APOL3,1
TSEN15,2
FLI1,2
WNT8A,1
FAM126B,4
HSPA4,3
MLPH,4
TMEM106A,1
RPS3,7
INTS5,2
MYLIP,6
SLC52A2,2
PLAA,2
HNRNPA1L2,1
MRPS27,2
CHAF1A,8
NR1H2,10
CDC34,7
ACTN3,2
OGDHL,1
RAI1,1
PER3,2
LCE4A,2
TLCD1,1
ATP1B1,4
EFCAB11,1
ARMCX3,3
HLA-DOA,1
SERP2,2
CCDC90B,2
SF1,6
MIIP,1
DARS1,3
ZNF595,1
MBD3L1,2
NXPE3,1
NT5DC1,1
ZNF740,2
BACE2,2
CRAMP1,1
OPLAH,1
PDE4C,2
MMP2,5
EXOC2,1
IL13RA1,3
NAA50,3
SPRR3,1
FECH,2
ERP29,2
SLC5A11,3
UBXN4,6
DDX5,14
POLR2A,15
HPS4,1
RD3,4
TRIM50,2
PLPP4,2
CENPA,8
TLK1,3
SYBU,1
RALBP1,11
KLHL11,2
C14orf180,1
USP45,1
CIDEA,2
SAT1,5
LYZL1,2
GTF2B,8
PHF21A,4
HSPE1,1
TNNT1,3
THEMIS2,1
ATAD1,2
GMEB2,1
UBASH3A,4
DNTTIP2,1
TPT1,10
PEX3,6
PER2,1
SPRR2G,1
PSMD7,2
SSBP1,2
ZNF883,1
DPH7,1
S100A7L2,1
FAM110A,4
RASGRF2,1
GLB1,2
PCBP3,2
ERN2,1
RNF167,2
OBSCN,3
RUNDC3A,1
CXCL13,2
ADRA1A,4
UTP3,4
WWP2,5
TP63,11
BHLHE41,1
SERINC2,1
ADGRB1,3
PSMD11,2
UNC50,2
PDYN,1
OLFM4,4
PPIL4,1
TCF19,4
DNPH1,2
EDNRA,2
MAB21L3,2
SKP2,17
HSD17B6,1
CFAP141,1
CD180,1
TRIM34,1
DENND5A,1
SIN3B,2
PDCL,3
SLC39A9,2
ATL1,5
TIMM17B,3
PCDH9,1
YPEL2,1
NCBP1,11
MYBPH,1
IPMK,1
ZDHHC21,2
SRARP,1
PROX1,4
ITIH1,1
TMEM67,1
GALP,1
NOL10,1
TRPM8,1
NDUFB9,3
FFAR2,1
CA5B,1
ANK1,1
SMG6,2
FBXL19,4
L1TD1,2
VTI1B,5
BBS4,12
MAFF,3
KLC1,6
LRP1,8
SMO,2
GLUL,5
PTPRZ1,3
APBB2,5
SUV39H2,8
EXOC3,3
PLCZ1,1
CUTC,5
VWA3B,1
KRT34,1
OSBP,2
DOK6,4
PDZD7,1
S1PR5,1
MARCHF9,3
LAMP1,3
GPR3,2
SNRPA,9
SAA2,1
PTPN2,5
VCL,6
GRIPAP1,1
CRY2,4
PPP4R1,3
EIF4H,2
NAPG,1
XRN1,4
HES4,2
PLIN5,2
ZSCAN32,4
TRAF3IP3,6
BIN1,13
JSRP1,1
SPP1,5
SNX5,3
CWC22,2
EXOSC5,10
THUMPD1,1
TMPRSS11E,1
PODXL,4
ELOVL1,1
KAT2B,9
RSRC1,3
SH3YL1,5
PLIN2,1
BTNL3,2
RAB6B,5
CA3,1
DPF1,2
SGCA,7
TGFBI,4
KLHL38,4
RHEBL1,3
KLK4,2
RAD51,23
NME8,1
REP15,1
PCDHA11,1
LRRTM1,1
MB,1
FAM153B,1
THBS2,1
KCTD4,1
C1orf50,2
ACSL5,2
UPK3A,2
FGF2,6
CLN3,2
LCN2,1
HS2ST1,1
GNAL,1
PCDHB14,3
FAM149B1,1
TRIM42,2
CST9L,2
ERI2,1
ERCC5,1
ZNF587,4
PSG1,3
CCDC136,3
MEA1,1
SCCPDH,1
FCHSD2,5
PPP2R5E,6
IMMT,6
GGT7,1
CSN2,3
FOXB1,2
GJB6,1
THRA,8
JARID2,3
SIN3A,10
TRPV2,1
ITGAM,3
DAAM1,4
TMCC2,2
DPM2,1
SPANXA2,3
RBM11,3
IQGAP3,1
CBLL2,2
DMRT2,1
PTPN11,20
DNM3,4
KLF13,3
PAPOLG,1
PTGER4,1
GABRG2,4
CAPN7,3
UNC5CL,2
ASF1A,7
STMN4,2
GTPBP3,2
FMR1NB,1
SLC2A9,1
PYGO2,2
NUDT1,4
KLK15,3
PDK2,2
TRNAU1AP,1
SCG3,2
EGLN3,4
CMSS1,1
FMR1,10
TET1,1
MRFAP1L1,4
YARS1,2
TMEM123,4
ARHGAP22,3
RNF181,1
FOXR1,4
ATP11A,3
PRR5-ARHGAP8,1
HDLBP,2
RELB,4
OGFOD3,1
TLX2,2
GPC5,3
PLXDC2,2
PGAM5,4
MID1,5
PGA4,1
SYN3,1
ADAM9,3
TBC1D9B,1
OR7C2,1
PRR30,1
DNAJC30,4
RLBP1,1
FLNC,4
MINDY2,1
IL2RB,4
CACNA1D,1
TNFRSF6B,2
LTC4S,1
RIC3,2
COX20,2
TXNDC15,1
SCP2,4
PDGFA,1
SAPCD2,1
DRAM1,1
MRPL35,2
MRPS15,1
NRP1,8
AHR,4
KCTD18,1
CDCA7L,3
SHFL,2
CAVIN3,4
PSPH,2
PTPRM,2
APPL2,6
TRIAP1,2
ANKRD42,1
ELK3,5
MADD,2
SPATA46,3
GFOD1,3
TULP1,2
KNOP1,2
ANKLE2,1
GOLGA6L2,2
TMEM179B,1
TLR9,2
ANXA11,4
STAT2,7
KLF12,4
CRH,4
SNCA,23
THOC1,7
FZD1,1
LY9,1
MAFB,3
CD209,3
KLHL13,3
NRIP3,3
ZNRF3,2
CNTN4,1
BTD,1
PLPP1,3
COMMD2,4
KIRREL1,1
MTUS1,1
MXD3,3
METTL17,6
DNAJB6,7
PRPF40A,9
RPL29,1
ZNF696,1
UBE2K,12
SP140,1
DCTPP1,4
ZBTB14,1
KRTAP5-7,1
NDUFB10,3
TTC33,2
UBAP2,1
UBE2O,5
ABRAXAS2,1
PGAM2,2
SSX4B,1
LHX3,2
TIGD4,3
SEMG1,3
MCM4,6
SLC39A1,1
SELENBP1,5
HCST,1
MAJIN,2
PPEF1,4
HMGN2,3
FZD7,5
PADI6,1
BLVRA,4
MIER1,2
IL37,1
CHRND,1
PRRG2,2
TRPC4,2
TRIM23,5
PRPSAP2,2
RPL18,1
CHRDL2,1
TWIST2,3
COX6C,2
OAS2,1
ADGRA3,1
GPATCH8,1
APH1B,1
ST6GALNAC3,1
RXRB,7
SLC38A9,3
NFKBIL1,1
CFHR2,2
CTH,3
SEC31A,4
PRKCSH,2
LILRB2,9
GOLT1B,2
SLC39A7,2
CDK1,18
ADPRS,1
ZNF277,3
DPM1,6
RPAIN,1
SSU72,2
FGF12,2
CORT,1
SPRR2A,1
ITPK1,1
ZNF704,1
MAP4K2,3
GRIA3,1
SHKBP1,2
COL10A1,3
CDH2,4
TDRD3,2
PPP2R5B,4
MKX,3
ZBTB17,8
SYS1,1
GPR42,1
NASP,5
CDK4,33
FBXO9,6
RXFP4,3
VANGL2,1
SMAD3,31
GNAI2,8
CACYBP,2
CENPJ,5
NR2C1,1
MYO15B,1
TEX48,1
SLC6A5,1
USP14,3
LRRC8C,1
TRIB1,5
HOXD1,1
SIM2,2
CST2,2
ASB2,3
ZC4H2,2
DSC1,1
USP42,2
ANKRD53,1
TPD52L2,3
ITGB3,12
FUNDC2,3
PYCR3,2
ACTR3,2
SSX2IP,4
WDR62,4
ACTA2,1
REST,5
NUBPL,2
SOCS7,2
KCNS2,2
DNASE1L1,1
SENP6,1
NTRK2,2
GABPB2,3
TLR10,1
PPM1H,3
LARP1,2
SCFD2,1
BMP3,1
BLOC1S3,1
TMX3,1
SPNS1,1
BBC3,7
GFRA1,1
SLC7A1,3
LRP10,1
KATNB1,2
ATAD3B,2
PDIA4,5
ACADVL,1
ARHGEF2,2
CD59,2
GINS4,2
MBNL3,2
TELO2,6
TMEM107,3
APOBEC3F,1
RPS8,2
ZNF844,2
S1PR3,1
NTHL1,1
CDAN1,1
HHATL,1
CRYL1,1
PPP5C,9
TLR1,2
NUP93,1
RIPK2,11
CXCL1,2
CAB39,8
MIPOL1,4
ANLN,2
SCAF8,2
DEPDC5,4
CCDC85A,1
THADA,3
CGAS,3
RAD51B,7
CYB561,3
GBP2,2
ITGB1,21
PIK3CA,9
TRIM37,1
TLR8,1
TLN2,2
AP4E1,1
WDR59,2
KRTAP12-3,1
CHD4,3
SERPINC1,2
GAL3ST2,1
SYT6,3
SP110,1
RASAL2,2
ELP4,1
HNRNPH3,3
ZNF18,1
TNRC6A,7
NECAB2,7
GIMAP8,2
IFI44,1
SNU13,3
MAP1LC3B,21
SLC25A20,1
USP10,5
GAREM1,2
NOB1,2
KMT2B,5
AMTN,1
ACOX3,1
IFT140,5
MYO19,1
LEPROT,1
TMEM144,1
ISYNA1,4
KAT6A,2
CAPN1,3
PLEKHG6,4
TMEM59,1
PCP2,2
HECTD3,2
CA6,2
HSPBAP1,4
PALB2,11
KRTAP10-9,3
PPM1E,2
KLHL29,3
KLHDC4,3
MAGEB3,1
LORICRIN,1
CFH,17
CEP95,2
ACACA,4
UBE3A,14
BSCL2,5
ISY1,1
PTRH2,3
CLCN4,1
KNSTRN,1
PCDHA8,1
ZSCAN21,2
FBXO41,1
PIP5K1C,1
SLC25A12,1
SPC24,4
AMMECR1,5
EPHB1,2
EID3,5
SLC44A5,1
