gene study_attention
Q96PN7 4
P62258 180
Q01668 3
K7EIG1 2
Q9ULK4 144
Q969H4 17
Q0D2K0 15
P42261 2
P54259 84
O95772 3
Q96LA6 1
Q9UM47 30
P28068 4
Q9NYP9 72
Q8IY18 16
Q6YHU6 22
Q9HC36 63
Q6PF18 68
Q9Y2K7 18
Q09019 56
X5D299 1
Q86XJ0 1
Q7Z5L2 8
O94782 34
H3BUJ7 2
Q8N2G4 20
Q9UL52 1
Q9NZE8 45
P54274 115
Q6PCE3 5
Q02161 7
Q92526 58
B4DWB5 1
A5YKK6 72
A6NHC0 4
P09496 64
P02751 460
Q6PK04 29
Q9H5H4 23
A0A024RCN7 1
Q5T197 2
Q6JVE5 1
V9HWA4 2
O14545 21
O43365 4
Q96NR8 16
Q8NBY1 5
Q96GX5 21
Q9HBT6 1
A2IDD5 2
O15397 57
Q8NHW4 36
Q8WY44 1
V9HW43 1
P43250 18
O15344 52
P18085 37
Q6IPH7 4
Q6IQ30 2
Q969Z0 59
Q99675 52
P04424 5
Q9HBL8 2
B4DU58 3
B2CIS9 1
Q9BSV6 4
Q9UJ55 3
Q6PEY2 19
Q7Z2H8 9
Q9NPF8 5
O43251 86
B2RDX5 2
P61599 2
O75083 29
A1A580 7
O94829 31
Q6ZR52 2
O95319 5
Q08722 25
O15270 15
A8MW99 36
Q8N4V1 149
Q96NY9 13
Q86Y78 27
Q9GZS1 37
P31391 3
O75845 9
Q96LJ8 6
P37235 49
Q9Y4F5 20
Q9Y294 43
Q9HCU5 16
Q6N089 1
Q96AQ7 8
O95059 26
P12236 117
Q7L576 45
Q8N2F6 6
Q8TE02 7
Q9NPG3 10
A0A0S2Z5K8 3
O00338 4
P47869 1
Q8NEV8 7
Q6KCM7 13
Q6UWW9 9
Q7Z7A4 10
Q8IW75 37
Q9P2S5 96
A0PJZ3 8
Q9UHM6 4
Q9BR76 30
Q6FI37 1
Q86UE8 24
I6L8A6 1
A0A6Q8KRG2 24
Q9UHD2 115
O95248 22
P01011 13
O15511 35
Q4TT34 1
Q96C55 26
Q9H963 1
P28358 2
Q9UGJ0 25
B4DZK1 1
Q5MIZ7 17
Q8N5Q5 2
Q8WZ79 20
Q9BYC5 21
P11226 5
A8MVS5 1
Q6F3D7 1
P98179 43
Q96N67 63
Q6ZMG9 18
O60258 1
Q5BKZ1 40
Q5M9Q1 9
Q7RTS7 15
Q96PP4 3
Q9NUD7 3
Q9BTC0 14
O14730 16
Q6FHJ7 29
Q8N0U6 1
P26885 7
P09871 5
O95057 8
Q14683 92
Q8WWQ0 17
X5D7W4 1
P55786 23
Q5ZEY4 1
Q53TN4 35
P0DJD1 5
Q6ISS4 5
P98172 25
Q9UQB8 63
Q13332 44
P56559 21
P10451 11
O94855 16
Q9UKT8 22
Q96LU5 2
Q9Y581 18
Q5T670 4
Q9NVH2 37
Q96MC6 1
Q86XS8 21
H7BYK4 1
Q6IAX2 1
B4E312 1
Q06187 52
Q9H0B3 56
Q9UIK4 9
Q9H974 6
Q6AI08 15
A0A0S2Z4P3 1
Q9NX07 2
Q03154 22
Q8N2R0 3
Q6PYX1 1
P10767 1
P38935 15
Q6PNN2 1
Q96EX2 1
A0A024R814 1
A4D1T9 11
Q7L5A3 56
P14867 1
P54764 68
Q14114 21
Q96EP5 23
Q9BXT4 3
A6NKE1 1
Q9NZ43 74
O95715 24
Q5XG87 3
O14684 17
P0CE72 2
Q9HBG6 21
K7PML8 1
Q7Z6Z7 87
Q5JRG1 1
Q6NUJ2 19
Q9H3N1 44
Q8TBC5 13
Q9Y2W2 36
Q96CX6 4
P01210 7
Q14554 19
Q5D1E8 11
Q99590 26
Q9H8L6 1
Q6FG41 14
Q59ED7 1
Q4G1B2 6
O00499 69
O95619 91
Q9UK97 11
I3L3H6 1
Q12849 23
O43252 20
O95249 14
Q7Z3D4 2
Q96GG9 215
O43542 144
E7EQR4 1
Q9HCJ5 4
O15018 2
Q96KN3 37
Q14566 54
Q5T2R2 8
B4DQ88 1
P07741 14
H3BR10 1
P61952 5
A0A087WVQ6 1
Q969U7 31
Q13573 648
Q9H8E8 30
Q9Y5Q0 18
Q14739 40
Q676U5 39
Q9HC77 127
P31997 4
Q8WVH0 17
Q96HE8 66
Q9Y5Z0 14
Q8WXC6 12
Q92522 46
P57727 31
Q5IRN2 1
P21860 126
Q9NQQ7 89
Q9NRP2 8
Q9UBS3 35
Q8NBP5 1
Q9HCZ1 3
Q6VN20 39
Q99942 61
Q12769 33
A0A0S2Z3D2 3
A8JZZ8 1
P36888 15
Q14149 18
Q6ZNR0 1
Q8NEZ3 21
Q6PCB8 12
Q16706 7
O43903 1
Q96A44 4
P54750 2
P11309 26
Q8NFT6 18
Q6ZMS7 7
Q92806 1
O95376 52
Q9Y3E0 182
O43451 6
Q9Y2U5 16
Q9H1K6 5
O43286 17
P61956 62
Q5SQI0 6
Q4G0Z9 1
P02549 24
E7EQV9 2
Q8N9I0 27
Q9UL45 41
Q14687 40
P52209 20
P69905 55
Q969H0 59
H3BTL2 1
O43427 17
Q13093 2
Q14209 6
Q9Y2V7 125
F8VRD2 2
Q8N1G0 28
O43598 6
O95674 28
Q8N1G1 2
P56270 19
Q9BVG9 5
Q9NVD7 23
Q8TER5 6
P79522 31
Q9BT40 37
Q9BXK1 17
P32320 28
Q13572 6
Q9BPZ7 23
Q12974 21
Q8WWF5 82
Q13077 265
Q5JUX0 5
Q499Z4 4
Q99733 42
Q16083 1
Q9H9S0 1
Q99623 102
Q6T424 6
O75064 1
Q8N7A1 2
B7ZKJ8 2
P35916 16
Q13938 1
Q9BZ71 3
Q8N6D5 16
Q66K74 29
Q96N46 11
Q96LM5 22
P40967 49
Q8NCR9 2
O00505 76
Q16555 28
O14717 14
Q6NUT3 9
Q14526 10
Q7LBC6 20
Q69YG0 49
Q9Y248 10
Q8IY47 4
P29622 12
Q03167 19
G3V5Q1 1
Q8TEW8 2
Q9NW81 2
Q9Y623 14
Q7Z4Q2 43
Q9NZD2 5
O94776 70
Q8NCA5 31
Q8WVK2 107
Q9BRA0 7
A0A140VK83 1
Q5UE93 2
Q8IYW4 1
Q8NA03 1
Q8N554 13
Q4AEJ4 1
O75792 33
Q3KRA6 1
Q9HBE1 87
Q9NXG6 3
O95167 30
Q8IY92 159
P55851 13
Q5NDL2 20
O75888 4
Q8TCP9 5
A0A024R845 1
H0Y2U5 2
Q02363 47
A8MT70 25
J3QLI9 1
P55198 36
B9A064 18
Q8N131 4
Q6ZUT3 1
C9JKI3 7
Q96NL3 8
Q5SRD1 7
Q9NW13 66
B3KSZ4 1
Q86XT4 37
Q15771 25
P10412 105
Q15569 3
Q8NFP7 8
O95935 4
Q9NX40 92
A4D0S4 1
Q14CW7 1
Q14953 4
O95197 32
Q8N6K0 35
Q96H86 56
Q8N4W3 2
Q9Y2C4 13
Q96SL1 1
Q9BR01 12
Q9UBB6 14
Q13615 26
Q15182 1
P14373 380
Q9UPI3 1
Q6PUV4 13
Q70E73 9
Q9H1P6 22
Q96G01 13
O14753 3
O95477 22
A8MTA8 21
A8K1K8 1
Q6SA08 1
Q76NI1 2
A0A087X295 1
Q12972 25
Q92851 15
Q9NW61 12
Q8NHU3 9
Q92845 72
Q9NTZ6 23
P06702 43
Q9Y4P3 14
Q9UFH2 1
Q8WVP5 13
Q96B67 53
Q8N2Q7 5
Q96RN1 2
E7EQY4 5
Q6NTA2 1
Q9H1A4 45
Q9C030 1
Q01804 53
P81534 10
P48436 1
O94827 16
B3KMC9 2
O43609 78
O95568 7
Q9H1X1 12
O43593 25
Q9NQ33 6
Q8N257 1
H0YMZ1 1
P16444 54
Q9P1W8 3
Q9UKM9 64
O60688 6
Q8N141 1
Q92643 11
Q8N371 9
Q06787 277
Q9UL03 24
P62879 102
Q9UKJ8 28
Q96SA4 5
Q06055 2
Q8N8R7 8
Q96MM7 5
Q9NWQ8 36
Q8WUJ0 42
B3KY94 1
O00507 8
B4DPJ8 1
Q96BD6 15
Q9NRN9 2
Q86SQ0 25
P68371 66
Q6P9H4 16
P34981 17
Q9UIF7 15
Q8NCB2 56
Q32MK0 5
Q6UX15 5
P02814 11
Q8N697 13
C9JA93 1
P54284 18
P08243 19
Q96PQ1 22
P17275 46
Q9NPH6 1
P21580 71
Q96LR5 48
Q9H040 11
O00341 1
A0A0C4DG89 1
O60347 1
Q2LD37 5
Q9NRC3 1
B7Z2W3 1
B3KY97 1
Q01453 57
P35228 7
Q7Z3J2 13
Q9H0A6 29
P46778 39
Q8N1W1 2
Q8N9H9 2
Q86UY8 10
Q7L9B9 12
Q99935 1
Q15031 22
Q14032 22
Q12797 106
Q5T1N1 4
Q02221 6
Q96DB5 4
F8W881 1
P22310 9
Q8IWW6 8
Q86UE3 2
Q96S37 3
Q5SWA1 17
O96024 3
P48061 23
Q9Y276 20
K7ELP0 2
Q6ZT21 56
P51955 37
A0A0C4DGV4 7
Q6P1X6 6
K7EL68 1
Q5SUL5 7
Q9NRS4 13
Q14765 4
P15924 84
O75909 39
P01570 8
Q9Y4P8 44
O95065 2
Q9H0B8 1
A1Z199 1
Q13283 94
Q9NWS0 83
A0A024RBV4 1
A6NFQ2 20
P48047 89
P50747 13
Q9BVS5 233
O94903 12
Q9BWG1 1
A0A0S2Z3G3 1
Q9Y624 23
Q01432 5
Q7Z3E1 1
P20674 46
Q495A1 7
Q8ND61 1
Q674X7 11
Q5JUK9 4
A8K3C2 1
Q92583 8
Q99755 35
Q96CV9 89
Q96MA6 15
Q12879 4
Q04837 115
Q9Y2T4 39
Q5JTD0 18
Q96KP4 9
V9HWE8 1
Q9NX31 5
P08311 16
X5D985 3
B3KTS5 1
A2RUU4 6
O95199 22
P07738 11
Q8TDZ3 5
Q96DI8 1
O00139 65
Q8N2I9 20
Q8WXI4 12
Q9HAV5 20
Q9BQ69 23
Q6PJ61 11
Q9UGT4 4
Q6ZMB5 25
O96013 307
Q8WW62 34
A7XYQ1 2
A4QPB2 2
Q9NSD5 1
S4R435 1
Q7Z769 24
O43809 101
Q8WWI5 12
E9PDU5 1
Q71UM5 25
Q8N7X8 98
B2RCI8 1
Q9UPV7 5
Q16768 1
Q7RTV2 2
O00425 47
Q15311 80
P14222 6
Q8NHE4 1
Q13261 2
F1D8N6 1
Q96RD7 21
Q5HYW2 41
O75679 15
E7EVA0 4
P27487 1
Q9Y2Q5 17
Q9H244 49
Q5FWF4 11
O14958 33
P51530 20
Q92503 8
Q9NP98 34
Q9ULQ1 10
B0YJA4 1
Q8WW32 2
Q9NU22 35
P50991 143
P43308 2
Q8IY42 9
P56945 253
H0YG85 1
P58505 2
X5D7U3 8
A6NGS2 2
Q7Z6G3 88
Q8IUR0 37
Q9UFE4 1
Q9UM54 55
Q3KP66 43
P28039 2
Q6W6M8 1
O75554 61
Q96BS2 16
Q9UK76 5
P49419 17
Q96A00 3
Q96L96 1
Q969V6 11
E9PE46 1
Q5RZ99 1
O75037 35
Q9H9V9 18
Q9H568 13
Q6UWV2 2
Q96L33 1
Q9Y5G6 2
Q6STE5 27
Q93070 1
O00287 2
X5DP31 27
A0A024QZJ7 1
D6RF93 1
Q07011 5
Q12947 14
H3BPZ6 1
Q9UJ71 10
A1L4L9 1
O43167 80
Q9P0W8 7
A0A0S2Z4M1 28
F8W118 5
Q6ZTQ7 1
O75368 1
P29374 12
Q9HC52 188
Q53H76 2
C9JJ19 1
A6NI15 28
Q9UIL8 6
Q8N3V7 157
O14548 11
P51787 4
Q9Y4H4 42
Q15834 29
J3KSN0 11
J3KTC1 1
P01563 7
P05156 1
O43399 17
P0DPB3 51
Q9P2E9 33
B3KSX3 1
Q02577 6
Q12794 6
Q0VFZ6 4
H3BQD2 1
Q9NZV5 17
Q9BTM9 25
Q15819 28
Q6ZS30 9
Q96LA8 101
Q9Y274 5
P29317 58
Q13636 13
Q8WYP5 10
O75473 1
Q9GZU1 7
A0A024RDQ8 1
Q5TB53 4
P37837 22
A8K7F6 3
Q8N2K0 10
Q7RTS9 16
P17066 66
Q3V6T2 65
O15143 31
Q53GI4 3
P00167 11
O60504 133
Q8N831 56
P98187 2
Q8N4V2 4
C9J6N9 2
Q9BRX2 35
Q9NWV4 5
Q14135 15
Q7Z6M2 12
B4E1C2 1
Q9Y5E8 25
Q13351 19
Q9BYM8 73
O43325 6
P38432 96
P13667 41
Q9H2S5 7
Q59EL2 1
P59826 4
Q9NVM4 19
Q9UJ37 1
Q5T7W7 34
P17676 26
Q6P4Q7 11
Q3YBM2 1
Q9Y2B2 2
Q92747 19
Q6NSX1 13
Q8N531 10
Q13835 33
Q13444 44
Q13445 17
P10911 3
A0A024R9A9 1
Q8IZ21 23
Q8IYE1 61
Q16363 25
P20309 65
Q92994 6
Q9Y6W6 16
Q6UXX5 8
H3BRN7 1
Q86UK7 21
E9PQ49 1
O60884 66
Q9UIG0 19
Q9Y223 63
P12821 1
Q14790 84
Q6DN12 1
O15229 2
Q9NY87 1
Q6YN16 27
P17658 5
O94777 2
A0A024R203 1
Q5CAQ5 3
Q96DZ7 40
Q86VY4 2
Q8TF45 3
Q96SK2 16
E9PRZ2 1
O60477 14
Q9H1R3 22
Q53FA7 4
Q13287 54
P80162 12
Q9BT76 1
Q5VZ52 12
I6L9E7 1
O15240 3
O75264 1
O95273 128
C4AM86 1
A0A0S2Z5G4 16
Q8WVF5 7
Q96Q83 13
P50995 19
Q5JY77 17
Q9H0C8 40
P59047 8
P01893 5
P52429 15
O43150 19
Q3SY69 8
Q8N183 25
Q5J5C9 18
Q99638 9
P50570 100
Q5VWN6 57
Q9UQ88 41
Q6ZQN5 52
Q9BZM4 22
A0A024R3L1 1
Q13233 120
Q8NBI2 21
P55774 9
Q86UA6 5
Q9BUN5 18
Q9NQ25 15
Q9P015 33
Q13443 24
P42679 8
Q9H9Y2 33
Q9UFB7 12
P08575 9
Q15029 75
P04066 13
Q5RKT7 5
Q8N6Q1 7
P02533 55
Q86T82 5
Q5T5B0 47
O14978 66
Q5U5Q3 91
Q9NQC8 21
Q92597 77
O00170 36
Q5SSJ5 40
P13866 1
Q8WV28 10
Q9NX62 16
Q9UBK5 4
Q9NX47 35
P02760 5
Q13304 2
Q66K64 12
D6RF35 1
Q9UBF2 19
Q86TN4 5
O95236 25
F5H8B4 2
Q9NS23 38
P00738 17
Q14D33 51
C9JE12 4
Q969J2 38
Q9UHF0 9
O75159 4
Q86XK3 12
Q96LZ7 19
E9PC66 2
Q5TA78 68
B2R806 2
P36508 85
P49189 8
A0A583ZBW8 4
Q5H9I0 25
Q9BX40 21
P00450 9
P01008 10
Q8WVC2 6
Q1RMC8 1
Q8NEM2 23
Q9NWZ8 19
P07858 24
Q5T9S5 20
Q9Y6N5 26
Q9NXX0 4
Q6ZMY9 25
Q9NVW2 14
Q9UHW5 58
Q9HCS4 1
Q9NZR2 23
P0DP24 133
X5DP77 8
E9PK67 4
Q7Z7A1 161
Q92843 57
Q9UI26 32
Q8NEY8 47
Q8N4Y2 14
Q9HBD4 5
A0A087X117 1
Q8NBI5 2
Q9NS73 68
H0YBA1 1
P61328 16
Q6ZWT7 3
Q8NE86 25
Q8N9F0 3
Q9P287 34
Q7L273 99
Q9UKN7 4
P04083 82
Q02338 16
Q14289 23
Q6P597 73
Q4W5P6 1
Q9NV35 5
P39060 26
Q9H5Q4 11
Q15904 23
Q8NAC3 45
O75177 36
Q8N2I2 2
Q9NYF0 21
Q5T5D8 6
Q2M389 13
Q1HBJ4 1
V9HW63 1
Q9BVI0 11
P46934 51
Q9NYA1 56
Q9Y613 29
P51946 43
P15907 16
Q9Y324 57
O14669 2
Q9P2Z0 11
Q9H254 16
Q15019 46
Q32MH5 8
Q16082 107
Q9BYB0 11
Q6UW63 5
B0QZK4 1
Q9P2B2 14
P57789 1
O75380 91
Q9UPN3 45
Q86UD4 24
Q8IZS8 1
Q5SR56 74
Q5XKE5 25
Q8TBR0 2
Q2NKX8 23
Q14562 49
P35548 35
P53396 34
P55345 50
Q15572 24
K7EM05 4
Q15528 28
Q658L1 2
Q8NEJ0 14
Q96HI0 11
Q66PJ3 31
Q5T7P8 31
Q92674 11
Q7Z7B7 1
Q9BRQ5 4
Q96CM8 29
P63165 142
Q494W8 1
P61962 117
Q9UKN5 5
Q2TB90 3
Q96G04 16
O60220 23
Q9P2J3 13
Q96KN7 59
Q9Y6Q6 6
Q8IUC4 12
Q9BQ67 27
Q9NUX5 51
P23470 24
P49675 10
P12004 377
P33992 63
Q969W8 7
P56537 98
P42694 22
O43929 29
P18510 6
P07954 28
Q9Y2I6 181
Q86SX1 14
Q9BYV2 278
Q9Y5P6 11
P52655 14
Q9P253 42
Q9HB66 4
P23508 302
Q8N668 52
Q7RTU7 3
P49448 11
O60524 16
Q9NR61 1
P60709 180
Q6R327 57
P56282 32
Q13627 44
Q9HCC9 1
Q99880 21
Q96ME7 86
Q02224 26
Q92610 18
Q9UHG0 28
P82664 32
P29350 57
Q5R3I4 4
O95749 28
Q8NB78 22
Q96M11 4
Q6PI98 16
Q5D1W8 3
Q9ULW0 25
A0A0S2Z364 1
O00141 53
Q2L4Q9 1
Q9NQM4 15
Q9UIE0 9
O60602 21
Q7L5L3 6
Q9ULW8 18
Q9UFP1 3
B7Z6Q5 1
P51671 25
P25942 38
Q7Z6K3 7
O75718 21
Q86V28 2
Q9NYU1 8
A8MV65 63
Q8IVW4 29
Q9H269 38
P40426 14
P58004 18
Q6A162 373
Q9UK58 33
Q7Z2X4 12
P10070 6
Q04759 20
Q9NW07 4
P55291 3
Q02880 20
Q53H12 25
Q8WW59 18
P28222 5
Q15349 23
P50461 11
Q8HWS3 37
Q9NRH3 22
P50990 120
Q9Y291 31
Q92988 14
O95476 12
Q8N6M5 2
Q3B867 1
Q5TEA6 2
A0A087WWF6 1
Q9UNL2 24
Q9Y2D0 1
C1K0Y5 2
O43739 13
Q19AV6 5
Q9Y6E2 32
Q6PCB6 1
Q8WTU2 1
Q92804 43
P49716 27
Q9BXB4 13
E7EVJ3 2
P24046 1
O43524 46
O95819 26
O94808 11
Q13309 96
Q99848 69
O15162 59
Q86X02 64
Q96RD9 9
P24666 20
Q15043 18
B5BUB5 1
Q5D862 19
Q2T9J0 14
O60238 31
A6NFI3 9
Q52LR7 24
Q9NP66 103
F5H284 2
P47985 27
P49619 3
Q9Y216 8
Q9NPJ6 352
P00374 8
O75386 106
E9PPU1 1
O14625 22
P30793 32
Q9BYV8 3
Q8N307 21
Q8TD31 180
Q13285 39
Q7Z7L9 1
Q9UBJ2 2
Q6P995 10
P10071 7
B5MDE0 2
Q549M8 2
Q8NHP1 1
Q7Z2G1 1
Q9NZT1 43
Q9NWF4 9
Q9Y508 35
Q5SQN1 40
Q7Z4F1 46
P59510 2
F6VEM6 1
Q59EF6 1
A6NJW4 1
A4QMS7 4
P33240 59
Q9NPA3 11
Q5GH76 2
Q8NEV4 1
Q05DE3 1
Q96FT9 17
Q9NR82 5
P22079 1
P08218 14
Q8WY98 18
Q5XX13 1
Q9NR96 12
Q92772 6
Q8N5Y8 18
Q6UXV4 37
Q86VM9 230
Q9NR09 35
A0A024R8A9 45
P20591 19
Q8N488 47
Q5HYI7 27
Q9P0K8 75
Q9Y4D7 7
Q9H0U3 15
Q9HBW0 6
D3DQ69 1
E9PN20 1
Q18PE1 5
Q6GX22 3
O15062 15
Q9H158 10
Q70YC5 5
X6RFA8 24
Q8NBX0 37
Q9NS39 4
Q10570 30
Q08AG5 12
P36578 85
Q96IX9 16
Q16671 4
P46013 448
Q6P1L8 25
Q9H1V8 1
Q7Z3L0 1
Q6QNY0 9
P30622 26
P39880 29
Q9Y5K8 34
Q9H0U9 32
Q0VG06 28
A8K644 1
Q96HC4 32
P35462 6
Q8IYB5 13
O43557 22
O76013 62
Q9UEW3 1
P47928 12
Q53T59 7
Q9NYY8 27
Q8TD22 30
P04234 5
Q5JPI3 2
Q9Y2G7 3
Q9P2D3 10
Q9Y3Q3 9
P41587 94
I6L9D0 1
P24752 26
Q5SWX8 4
Q9BW11 30
Q92793 60
Q9UHL9 33
Q9BYR9 86
Q5TYM5 2
Q8NEC5 112
P01876 84
Q9H665 3
A2RRH5 2
P20366 7
Q9BZG7 3
P30305 22
Q53RC5 1
P33121 4
Q9NQ48 24
Q8TDR3 1
Q5LJA5 3
Q04609 2
P0CAP2 37
P02649 48
E9PCT1 1
Q6ZU80 269
O60447 28
Q9NNX1 13
E9PF19 4
P46781 83
Q4V9L6 1
B3KNS4 4
Q99460 63
Q9Y2I1 24
O00533 7
D6RIU0 1
Q9H4I8 6
Q8WUP2 12
Q93075 3
Q12770 7
Q9UH99 81
Q9NQ31 5
P17026 23
P28749 29
P15863 1
P28566 8
P16220 90
Q6P1Q0 24
O15264 87
Q9H3J6 2
O75459 12
Q32M84 1
Q7Z494 17
E5RIW3 1
Q9Y548 34
Q96M98 3
Q7Z6N9 7
Q99613 52
Q5U5Z8 3
Q8NG27 23
Q8IYF1 9
Q9H3Z4 17
O43423 3
P11836 31
Q9HC62 27
Q8TED0 22
P19652 2
O14896 3
P12644 15
Q8N0U7 16
P31943 112
Q9Y5Q5 4
A0A0B4J1Y2 4
Q4G0R1 99
Q86TC9 4
P04156 402
Q96QS3 17
Q6P4F7 18
P56817 30
Q9UPU5 20
Q13228 43
Q9UK80 26
Q4VX76 4
Q13972 3
Q96Q27 7
Q99471 145
P01023 69
Q13258 2
Q9UK39 28
Q53EP4 1
Q9P0J6 2
Q6P158 66
P48147 13
B3KQF8 3
P63172 43
Q7Z460 33
Q96IZ0 17
B4DLD4 1
Q16649 20
Q6ZN32 1
Q9H993 19
Q8WZ64 2
Q8IWA4 10
O60343 44
O75363 4
P21108 4
P51149 115
P56211 3
P48730 65
Q6I9S7 1
A8MV81 12
P07942 30
Q53GG5 12
Q96P09 15
Q86TH3 7
B1AHB0 4
Q53G19 1
P03905 25
P23921 32
Q8N8Q3 9
Q8WUI4 62
A0PJW6 31
O75830 6
Q9H939 8
P01229 4
P49747 16
Q8WXW3 39
P42226 11
Q9NT99 4
Q8TBB1 376
P50502 30
O43323 7
Q9C0B9 1
P43119 54
Q9Y5U4 37
Q7Z695 14
Q8N8Y2 27
P80404 5
Q96D16 18
O60518 45
Q9Y3Y4 5
O95104 10
Q9HD43 12
Q8IVL5 12
P39687 18
P49758 6
Q5SY16 34
Q96AP0 36
Q06587 69
P08572 24
Q8WV41 29
Q8WW12 11
P49789 9
Q2T9L4 13
Q1RLL8 1
Q9H9Z2 4
O60869 19
Q96L93 19
P49683 3
Q9P1A6 19
Q13470 27
A0A0K0K1K4 1
Q15334 38
O15305 4
Q6UWN5 9
Q8TF30 3
Q86VZ1 18
Q6UXH8 8
Q9BRS2 26
P43652 19
Q96LD8 3
Q15631 25
B2R6J3 1
Q7Z2W9 33
O00548 1
Q6P2I3 2
Q2MV58 122
Q8IYV9 21
Q8IWC1 35
Q8N6L1 10
Q99611 5
Q6ICC9 6
P13929 26
P27352 8
Q6ZMD2 9
Q7L2R6 14
Q96ES5 2
Q5VYS8 16
Q96EV2 17
P53621 59
Q969E4 1
Q8IZW8 20
Q93050 44
Q9BWX1 16
Q02763 11
Q9Y2C2 20
Q9UBT6 27
Q96C00 46
Q8NAK8 1
P00846 5
P27815 5
Q86YP4 44
O14950 24
P14902 2
P32881 9
Q9NYW0 4
Q96GZ6 20
Q96K97 1
Q9H446 6
Q08ET2 1
Q8IYB8 24
Q7Z4T9 6
Q8NHW6 3
Q6ZVE7 26
Q96J94 13
Q96C90 3
Q16827 18
Q9NU39 24
Q8IWV2 4
Q15293 66
P00558 41
Q92928 4
Q9H9Q4 7
O95081 3
Q9BZQ2 2
Q7Z5J8 1
P18858 6
P12980 2
Q9NXI6 4
P30550 51
Q9Y2K1 28
P35637 190
Q13033 73
Q9Y2P7 2
Q08623 3
Q8TDW7 18
A7E2F4 2
P04216 7
Q5JSS6 1
Q99519 23
Q52LG2 76
Q9NRL2 22
Q96MU6 3
Q9Y6X1 44
Q9BXU9 9
P60510 44
A8K6K7 1
Q5SVS4 10
B7Z2B5 1
P51571 53
O60684 53
Q5SRQ3 1
Q6DHY5 8
P25445 55
Q5T3G3 9
Q9BRU2 1
P35556 18
Q6ZYL4 24
P09960 11
Q5T0G8 3
O60733 13
P59542 7
Q9BUT9 5
Q53TQ3 15
Q9Y4G8 35
Q8WVC6 15
Q9Y654 1
O15360 29
P13994 29
P01911 25
Q58WW2 26
Q9P1F3 4
B2R6X5 1
Q9Y4C4 93
Q9NXD3 1
Q15848 60
A0PK00 68
P20248 70
Q9P246 18
Q63HM2 3
Q96NT0 29
Q9UL62 3
O60294 11
P19623 10
Q15056 17
O14513 8
P42357 31
Q96HZ4 6
O43615 39
Q96FX7 18
A0A0S2Z2Z3 1
Q96CP6 31
P18077 38
Q13946 3
H7C1U3 1
O00631 3
Q15543 8
Q9P2K9 4
P36542 96
O95789 39
P39019 40
P28324 2
Q9NS64 83
O95136 24
Q02487 13
Q96PC3 4
P01130 29
Q8IVT5 353
Q8IZ48 1
Q9H2F5 32
Q96BQ3 19
O60671 9
O95278 6
Q495W5 23
Q92561 32
Q5TIA1 1
P14621 3
Q9ULD2 22
Q75LP0 1
Q9H175 3
Q96G42 24
Q8NH70 1
P09917 56
P50750 64
Q8TEP8 44
Q96ST8 89
O75940 36
Q6QEF8 17
Q8NCN5 20
P47755 241
O43847 39
P31785 11
Q8WUK8 3
Q86SX3 19
P17024 39
Q9Y653 4
Q9HD36 9
P49585 24
Q8IWL2 1
Q9BRX5 19
D6RD17 1
O60870 2
A0A0S2Z328 1
A0A0S2Z4B3 1
O60346 30
P46379 210
Q8N114 9
A8K4B4 1
P49641 25
Q9Y215 18
Q7Z7H3 16
P13385 25
Q8IXQ4 17
P0CW18 1
P10242 30
Q7Z7F0 31
Q8NBQ5 67
Q8NDI1 18
Q6IA98 7
B9A6K1 4
Q96EE3 59
Q8WTR7 20
Q9NQ84 34
Q3SXY8 142
O75592 49
Q9NXW1 1
Q5VUA4 26
Q7Z4N8 102
Q8N5F7 60
Q53XM7 4
Q99665 1
A0A0A0MQZ8 1
Q9UJX2 136
Q9NR20 13
Q70EL1 121
Q9BY44 22
Q6Q788 16
A0A024R0H2 1
C9J384 2
B3KX72 1
P31269 4
P23919 4
Q9C0I9 11
A6NDV4 1
P21675 31
P37023 8
O43242 61
O60216 42
Q9ULM0 3
Q7Z783 16
Q8TB52 14
Q9UQB9 20
Q9HBY0 1
Q9H469 18
P32004 8
Q16586 12
Q8NEG7 1
Q8N4T8 5
Q969E8 25
B2RCM6 1
O96004 4
P01034 4
Q9H082 8
Q9BQC3 15
A0MZ66 25
Q6NUN0 14
Q8IXP7 4
Q6FGS1 1
Q96IC2 10
A5X5Y0 4
Q7Z6K4 2
P56378 3
A0A024QZN9 1
Q8NHY2 45
O75694 46
O95238 15
Q99574 2
Q9UPQ7 8
Q9Y6Z4 1
C9JLW8 5
Q9C0D9 1
Q8N9P6 1
Q99653 17
Q8NEZ5 12
Q562F6 44
Q6UXZ0 1
A0A024RAZ7 1
Q96EI5 16
O00482 4
P33552 23
Q6YHK3 29
Q53Z07 1
Q9BY32 15
Q9HAP6 17
P26358 30
Q14444 31
P86479 28
Q9NRA8 44
O15488 13
Q6UWL6 7
P09972 8
Q96HQ0 4
P0DJI9 2
P24311 3
Q59GB4 1
Q6ZNF0 5
O95833 31
B3KW79 1
A6NEW6 1
O60568 35
Q96FG2 2
A8K932 11
A0A0S2Z5U6 1
O15178 1
Q9Y3A5 12
Q15075 62
Q70EL4 33
Q96HL7 1
O75676 8
Q0VAK6 1
Q13616 532
Q13571 31
Q86TF7 1
O94892 3
Q3ZCX4 1
Q92535 2
H3BS86 3
Q70Z44 4
Q5T0B9 2
P37275 5
O15173 74
C9J3G2 1
E7ESC7 1
