gene_or_protein,study_bias_score
P62829,88
Q9NWG3,2
Q14050,1
P51513,11
Q96EH3,46
O14576,39
P60410,389
P27695,28
Q9H1R2,21
P61812,1
Q15061,15
Q8N609,27
Q53EZ4,108
Q96LB9,6
P00367,37
Q8NB25,9
Q9UEG4,27
P61019,69
P28335,118
Q8N543,3
Q13021,63
Q8N9L1,3
E5KND5,1
Q9P0M9,32
P48735,18
O15393,60
P38935,15
Q07157,51
Q5SXM1,1
Q9BXT5,4
Q9UHX1,92
Q99497,110
Q9UHD9,252
B3KXU8,1
O14715,20
Q8NA57,2
B7ZB44,1
Q5TA79,44
Q9NZN4,7
P17021,13
Q9Y2H1,103
Q04828,7
Q8TC99,5
Q9HCE9,2
Q96CM3,11
Q9H898,20
Q9NUN7,1
P09769,9
Q13596,62
O60229,16
Q53GA7,1
O14686,20
Q9H040,11
Q86VF7,3
P61599,2
B4DEH8,1
Q86Y38,3
Q6NUR1,1
O00488,18
Q15417,13
Q9Y3Y2,57
P40306,10
Q64LD2,30
Q8TBH0,2
Q9NYQ6,12
O75380,91
P33240,59
Q5T1M5,22
Q8WVB6,11
Q63ZY6,1
Q99697,52
A0A0S2Z5E1,1
Q9UQP3,1
B3KWQ7,1
Q7LFX5,22
Q9H7X7,23
Q86XS5,1
Q16445,11
A9UHW6,26
Q3KNW7,1
Q9HAY2,6
Q9NXK8,14
Q96JQ2,4
P57058,5
Q9GZX9,8
Q96KE9,9
Q8IYU8,29
Q8TD98,3
Q6UVJ0,75
P33032,2
Q9GZU5,9
Q9HCZ1,3
Q86VZ2,24
Q8N139,1
Q7Z3Y9,23
Q5VU77,1
Q5T751,65
Q6PID6,17
Q9UP95,30
P35659,25
Q92753,20
P47974,10
Q9BZ11,40
Q4LE58,3
P52888,6
Q05707,31
O95992,4
Q9BTC0,14
P07225,6
Q9Y6C5,1
Q15758,59
P35520,17
Q9NTI2,1
Q13568,11
Q3B7J2,3
Q8IZD2,6
P55291,3
P07858,24
Q8IXQ9,3
H7BYY1,14
Q08AN1,2
Q8WZ74,33
Q7Z5L2,8
Q9Y267,1
P29279,15
Q9Y2K9,5
Q15046,58
Q9UNU6,5
Q59ER5,1
O43237,17
Q9UKD2,29
Q9HDD0,7
J3KRN4,2
Q8TAL5,3
Q96HD1,19
Q9BX40,21
Q8NEV4,1
Q5VZI3,3
Q92630,12
Q9P1U1,28
Q9UN88,1
Q8TD20,55
Q5JY77,17
Q14571,20
P19784,168
Q6FI81,10
Q13651,25
Q9Y3D0,24
Q96PP8,9
Q9Y2M0,24
A2RUM7,1
Q9NR64,10
Q9BTI6,1
Q9BZC7,21
Q96N21,151
Q5T750,4
Q9NQ39,3
O95067,22
Q9BWK5,4
O14520,1
Q9BS31,4
P19447,48
O14558,8
Q59G22,1
Q93099,4
P62310,44
Q8N2Q7,5
Q9H1P3,10
P29084,85
Q8TAU0,1
P49862,22
P35609,81
P42685,10
P49914,2
Q9BWM7,27
Q9NQU5,15
P28331,70
Q8N4V1,149
Q9Y2B0,17
Q9H410,46
Q9BSN4,1
Q53G47,2
Q10570,30
Q8WZ75,6
Q8WXG9,20
O14682,6
A0JLN5,1
Q9Y4K0,26
Q5HYA8,71
Q08E86,1
Q6UB28,5
P42772,20
Q9P0W2,31
Q9Y654,1
Q9NUQ7,26
P08263,6
Q9NPV4,3
F8VW96,1
Q86WS4,5
Q8N6H7,10
Q5TEU4,43
Q9Y616,7
O75563,11
P56524,77
Q6ZMS7,7
Q13162,27
Q6PJG9,65
O96015,15
Q4JDL3,1
Q14416,23
Q2TAC6,1
Q4LE36,1
P17535,31
Q8WVZ3,3
Q6FGU2,2
Q53Y06,4
Q5JRM2,11
Q8IWF2,11
P25189,2
Q9NXL6,1
Q6PF05,24
X5D985,3
Q9HC16,6
O43852,46
Q8NA58,12
Q96BR9,72
O75159,4
Q9NYL5,1
Q68DI1,1
Q8N8X9,29
Q3MIH3,3
Q9P281,10
B1APZ0,2
Q5VTE6,15
A9QM74,1
P10266,1
Q66K14,23
A0A0B4J295,1
Q9Y3B8,5
Q14508,31
Q7Z3F1,1
I3L2C7,2
O43299,5
P24752,26
Q9Y6N5,26
O60869,19
P13349,26
Q9Y5E4,10
Q8WUE3,3
O96007,4
Q96S06,1
Q7Z444,2
Q5VW38,8
Q70SY1,6
A6QKW0,1
Q8IY34,8
Q9NW15,4
O60494,1
E9PJ55,2
Q9HAR2,9
O75716,96
O60313,36
Q96LM8,1
Q9BQT9,14
P01615,3
Q08AF3,3
Q6PI98,16
Q92896,16
Q9H8G2,10
P51157,7
Q9UHJ3,26
B2CIS9,1
Q9UGN4,7
Q5JS98,9
Q6NXT4,23
P18583,22
Q5CZH6,1
Q8N126,1
Q8TCY9,2
Q5TA82,56
Q86XR8,46
Q06830,68
P43243,160
P57764,8
Q8WY36,20
O75897,1
Q06190,18
Q8N9Z0,3
O75976,16
F8W118,5
Q92752,4
Q9UBX2,237
Q12805,73
P02765,21
A0A0S2Z5M8,1
I3L402,1
P29033,49
P49286,134
O14646,10
O43854,8
P62877,47
Q8WYP5,10
Q99677,32
P62873,48
Q8IV61,4
A4D1U4,5
Q7Z3V5,2
Q6NZY7,1
A0A0C4DGW6,1
Q15004,4
Q9Y603,4
Q6P5S7,26
Q3MHD2,24
P19971,17
O95248,22
Q13011,167
X5DQV8,1
O95256,4
Q13347,64
Q16763,18
Q4ACW9,1
Q9BY11,45
A7E2Y1,23
P61952,5
Q5T752,56
P46100,32
O14965,155
Q8WTR4,37
Q15154,247
Q3KP22,8
Q8IX90,37
Q7L2V5,1
Q9NYS0,3
Q96FZ2,9
Q96I11,1
P08727,74
Q8IWL8,15
Q86TI0,34
Q8N8V2,4
F8W930,1
Q8WU76,14
P02808,25
Q6UWV6,14
Q9Y6W5,32
Q12950,44
O75469,1
O15516,12
O00622,8
Q6PK50,98
P28370,31
P17661,61
Q9H6Z4,11
Q96F05,12
Q9UQN3,27
O76099,1
P35368,11
Q96A25,11
Q9NX61,20
Q8WXG1,7
Q9BTV4,37
Q59GD3,1
O95302,15
P51788,30
Q9H4A6,37
Q9UPV0,77
Q9NSB8,11
Q96BA4,1
Q9BZC1,4
Q96S44,21
Q8N5A0,1
Q9HB66,4
P20962,7
P57088,32
Q9ULV1,3
Q6ZUI0,17
A0A0S2Z3L2,1
P56385,35
Q15014,83
Q9Y3Q8,52
Q13515,63
P63261,89
Q92542,69
Q7LGC8,5
Q7L590,40
Q9HCL2,11
Q96AX1,15
Q9NPB0,1
O75083,29
Q5T764,7
Q16666,169
O75093,16
Q0P5N6,8
Q8NBZ7,36
Q9BUP0,17
Q6FI35,5
P07306,36
Q5TIH2,1
P10082,2
Q53T94,19
P86480,84
Q96RL1,51
E9PF10,7
P43320,10
Q14258,30
Q9BPX1,27
Q9H1D0,2
P62993,756
Q14232,48
P49759,27
P61006,76
Q04900,8
Q13123,52
Q32MZ4,19
Q96EQ0,190
Q9UL19,2
Q86TB3,2
B4DN72,1
Q2M3D2,8
Q9Y5I3,3
Q9BTZ2,41
Q9Y592,29
O43414,8
Q0D2H9,23
Q2TB18,13
Q5XG87,3
Q8IWT3,7
Q9H0C8,40
P51800,24
A0A6Q8KRG2,24
A5PKW4,7
Q96GV9,16
P61313,73
Q86UB9,1
Q9H2D1,13
Q99895,14
Q6N075,68
Q6PJW8,4
Q8N5W9,9
Q8N8W4,8
O75113,5
Q92835,20
Q59EG8,1
Q96RL7,18
Q6DCA0,6
E5KMI6,1
Q5T2T1,18
Q2Y0W8,29
P0CK97,2
E9PR71,1
Q05BQ5,29
Q13087,10
O76075,14
P18146,24
Q8ND71,6
Q5W0A0,1
Q9NTJ5,48
Q504U0,9
C9JYL6,1
Q96N58,12
Q9H840,33
Q96FJ0,55
Q96JG8,14
Q5SY16,34
Q17RG0,7
Q49MI3,9
Q6PEY0,51
Q59FP7,4
Q969S2,9
Q8NF64,22
A0PHL1,2
Q9C0D3,38
Q9H1C4,355
O43707,72
Q86UK0,3
Q9H490,17
Q96PZ0,6
Q5VU43,147
Q7Z5M8,1
Q86T23,5
A6NEK1,1
Q6FIF0,6
Q7Z7M0,7
P01602,7
P48145,1
J3QK89,1
Q8N108,17
Q14938,15
Q562R1,159
P22891,31
Q14112,16
Q14202,26
Q86YV0,24
P01019,7
O94953,5
Q5R3K3,3
A0A0S2Z4Z9,1
P26842,26
Q9Y4L5,20
O60583,13
Q9UHQ4,5
P05107,24
A0A024R1V4,1
Q9NZC3,11
B5BU28,2
Q8TBY9,1
Q8N7E2,13
Q9HBM1,30
Q9H9V9,18
A8K855,6
A8MT70,25
O43181,45
P34896,21
Q9H9B1,34
A4D1T9,11
Q9BW04,4
Q9NWW6,4
Q149M9,3
B1AJQ6,3
Q6ZRY4,67
P59817,10
Q8N7K0,7
O75467,19
Q6VY07,14
Q03164,49
A8MQ03,504
Q13017,3
Q8N7C3,59
P27361,85
O75096,24
P05093,7
P49641,25
E9PRY8,1
Q8NEQ2,2
O75071,3
P08294,7
Q7Z479,6
Q9NPJ4,16
P53804,24
O75319,15
Q7Z4G2,4
Q92805,22
Q15561,44
Q96I30,3
Q9UNX3,114
Q16627,8
B2RUZ4,54
P15172,13
O95922,17
P11055,17
Q99613,52
Q8NEB9,24
P0C264,12
B1ALA9,1
Q8IUX8,16
O43674,48
Q8NC67,26
P47900,8
P31949,15
A0A0D9SGF6,1
E9PC52,1
B2R7W0,1
Q8TED0,22
A0A384DVV8,3
Q8NA03,1
P05106,22
Q9NPG4,18
Q92636,40
Q16566,7
Q8WZ73,6
Q2T9L4,13
Q96T83,2
Q9Y5X4,1
O94991,6
O43505,43
Q8NFH5,24
Q16270,1
Q8NB91,13
O43374,5
Q8IUG5,2
Q2TAL8,66
Q5JX71,227
Q9UBM4,1
O43247,17
Q8WXK1,13
Q96B77,23
P25208,8
Q15029,75
Q8IYR6,20
Q8IZF0,3
Q92574,44
A0A087X0X3,1
Q8NCC5,20
Q6ZN18,27
P35462,6
Q5HYK9,2
O77932,14
Q7Z6P3,1
Q7Z2H8,9
P04083,82
Q9H9S0,1
Q8NDT9,1
D6RID8,1
Q6UW78,2
Q9ULZ2,8
Q13310,63
Q5JW85,2
O60535,1
O75094,2
P55795,83
P55081,108
Q8NA31,1
P30043,13
P43378,50
Q14695,5
B4DMY3,1
O43251,86
Q9NQ87,20
P80108,1
O60315,20
Q9H7E9,66
O75665,255
D3DUW5,1
P09923,21
Q8WVN8,8
A2A2V5,13
Q86T03,12
Q9HD36,9
Q96ND8,1
H7BZJ3,4
A0AUZ9,2
Q12951,38
Q96RQ1,18
Q6P2E9,36
A8K4B4,1
P63267,5
P59990,55
P56377,36
P30542,5
Q15311,80
A2RRD8,3
P32856,58
Q9NY74,5
Q549C5,2
Q3SXP7,28
Q8IYW4,1
Q12860,24
A1L3X0,11
Q6ZSG2,33
Q9NZ42,9
P26718,9
Q9BV29,5
Q9P1Z2,28
Q04446,12
Q08117,360
Q8N3Z0,31
Q13241,2
Q9UMR5,9
O75385,43
Q9BUA6,3
Q92552,74
Q96FE5,30
P29371,1
Q9BYI3,13
I3L4P8,4
Q9BRP7,8
Q6P4F2,3
Q9UHQ9,20
O00287,2
Q8NCD3,16
Q5TIA1,1
P51460,8
Q96PV6,69
Q8NDW8,3
Q8N9T8,28
A4PIV8,2
Q6ZSM3,4
Q8N5X7,5
A8K251,5
P16452,6
Q14728,5
Q9NRN5,5
Q9NUP7,3
Q9NXA8,15
A6ND36,13
A0A024R6W0,1
Q9NQC3,67
Q9HCP6,19
Q15398,15
P21145,83
Q12857,10
P01730,16
O60684,53
Q96PN8,60
Q99471,145
Q9H063,12
Q71F56,22
Q8IZL9,27
Q13439,30
Q15819,28
A0A0S2Z2Z3,1
O60906,32
Q96RA2,1
Q5VU92,2
Q9NNX6,8
Q15139,9
P16260,13
P49908,1
A0A0C4DGJ5,1
Q5VW52,2
P35908,38
Q53HB9,1
Q9H0X6,17
Q6IAX2,1
O14544,22
Q6ZNG0,73
Q9NYY1,3
O14543,21
Q96D09,56
Q8WTS1,29
Q6UX27,27
Q9UBL6,49
Q96MU6,3
P08912,30
Q8NHS1,25
Q53G83,4
A0A087X211,1
Q6FHN3,2
Q6PGP7,15
Q8N302,28
Q92802,29
Q9NVF9,9
P0CG29,1
Q8NCR3,9
P25713,2
P08238,555
Q4G0X4,22
Q6ZP68,1
Q9HAT0,55
Q9H4X1,4
Q8IVF6,3
Q9BRX9,134
P14061,2
P20160,13
O60671,9
Q07687,8
Q5T7W7,34
Q86UD5,1
H9ZYI9,1
Q92529,45
Q9ULC5,19
P29728,5
Q86WR7,32
Q9Y6L7,1
Q6PG48,6
Q8N5J2,12
Q15256,22
Q96KR4,6
P98174,10
Q5JTW2,11
Q8WXI9,76
Q6P2Q9,66
Q9UQ16,46
Q8WWZ8,12
A0A024R3L1,1
B3KUP4,1
Q6SA08,1
Q8NFJ9,45
O75106,5
P81408,74
O95886,19
P82650,49
Q63HN8,38
O60304,4
V9HW27,9
Q9UPQ9,67
Q6MZT1,1
Q9BUB7,30
O14798,29
Q9NZV5,17
Q9H1V8,1
Q9H254,16
O15255,2
Q9UJC3,36
Q5JUK9,4
P16118,15
Q6UXH8,8
Q4U2R6,20
Q99704,11
Q9UBK9,61
Q96L34,33
O95243,15
Q9Y3P9,34
Q9Y375,52
Q5JR94,3
A0A024R169,1
Q5BKY6,9
Q6ZRS2,32
Q5T203,2
B0QYC4,1
Q1W6H9,3
Q9Y228,69
Q96BI1,29
Q13394,11
A0A140VJM4,1
B3KSH1,6
Q969R5,99
Q96L94,5
Q24JQ0,1
Q8IU60,30
J3KNB8,19
Q9Y286,7
P19793,36
Q9BUE6,29
Q8TDG2,4
Q5UIP0,144
Q9ULX6,95
Q16690,2
P50607,1
O43186,102
Q53HF3,1
A0JP07,4
P48960,50
Q9H9G7,70
Q9BZQ2,2
Q969Q5,15
X5D7T2,4
P55039,12
Q9NRD1,47
Q9P218,10
Q09328,14
B3KM36,1
P25787,48
Q5TKA1,29
Q15007,130
Q12840,36
Q5T2D3,4
Q9H446,6
Q14590,4
Q96MN5,23
Q9UJC5,5
Q9NW07,4
Q6IA69,16
E7DVW5,1
P10768,15
Q6P5R6,12
Q8IWV1,4
Q12889,1
B0YJ88,1
Q86UE4,28
O95257,51
O43736,19
D6RAT0,1
Q92784,33
Q02535,32
Q16787,14
Q53HF2,2
Q92828,28
Q96DE5,20
P43355,68
P09669,34
Q5VTA0,6
Q96LZ2,51
Q5TF39,10
M0R2C6,1
Q9UN30,23
Q9UHK0,91
P61218,63
Q9Y3E7,25
Q16842,9
Q6NXP2,2
Q6VAB6,132
Q9H2R5,7
Q13608,12
P42224,69
Q8IWV8,41
Q86WK9,3
Q96I45,2
Q8WXA2,4
Q7Z4W2,54
P40926,29
Q13523,48
Q9Y3C4,8
O14684,17
P09210,5
Q53H12,25
P17025,1
P49757,49
Q71UI9,18
Q9BU64,31
Q8NHP8,8
Q7Z333,49
P60827,1
P31512,1
Q9BVV2,42
Q96FL8,28
Q8N895,9
Q9H7R5,1
O14581,2
Q5SR56,74
Q9UKY0,1
Q96JY0,1
P57057,4
Q9Y5E2,16
X5DP31,27
A0A0G2JHK4,1
Q96CP6,31
P19022,9
Q7Z6M1,7
C9JA08,1
Q9Y263,20
Q9BXI6,9
P43234,3
Q96KC9,7
Q5U5R9,2
Q8N999,1
O75821,45
O43318,93
Q9NZC7,135
Q9Y6S9,1
P23526,41
Q8WTP9,18
Q59GT1,5
P48730,65
Q6IPH7,4
P05452,15
A0A024R1Z1,1
Q8TE04,1
A0A0S2Z596,1
Q693B1,4
O00602,13
J3KNI1,2
B4DHQ3,1
O75157,3
O75618,18
C9JU26,4
P54252,42
P00747,11
Q8WUY8,23
Q8IUB5,2
Q6NYC1,131
Q9ULZ0,1
O60543,7
P51168,3
B7Z6L9,2
O43148,20
O60861,31
Q9Y4X3,4
P49585,24
Q0P6H7,1
O95677,3
Q6ZN06,3
Q14943,29
Q6UX01,4
A6NEQ0,2
Q8NFY4,1
P01593,3
Q99645,2
O43405,15
O75962,16
Q8N5I4,18
P01033,11
Q8IUW5,17
O75298,16
P23511,34
Q9UNX4,21
O75879,14
O43242,61
Q96PQ1,22
Q8NGN3,2
P51690,4
Q9NRJ3,23
P62987,42
Q96LJ7,25
P01889,315
Q9UL80,1
Q9BWH6,14
Q96K80,46
Q9Y5U4,37
Q96FM1,1
Q9NRY6,34
Q6TDP4,4
A2RU48,6
Q6UWI2,1
A9X9K9,1
Q9H598,5
O95428,9
Q9NQR3,3
P08588,10
Q9H4S2,1
O00443,50
Q5T2D2,7
Q9BZE2,1
E7ETY2,4
Q9H5X1,24
Q9NRP7,8
Q6P9F5,1
Q9P2I0,23
Q7Z7N5,5
O14791,2
O60381,10
Q9H310,3
O43520,2
P61020,12
A3F768,1
P02730,11
B4DW97,1
C9J7I0,8
P11177,48
Q96RU8,24
Q8NDL9,5
Q4L180,2
Q9UKG9,8
Q8IY57,76
Q96DN5,20
Q96I23,2
O60828,24
A6NKG5,1
B2RXH8,11
Q969S0,32
Q7Z6W1,6
Q5BIV9,1
P35268,66
Q96IF9,1
Q86VM6,3
P07360,6
Q7Z6K5,8
Q9UKY4,16
A5YKK6,72
O95178,1
G3V4T2,4
Q86SG7,28
Q9Y3C8,8
Q9C098,8
P02818,1
Q9Y657,21
K7ER00,1
Q96JE7,2
Q14689,35
Q6UXM1,6
Q9BRG6,2
E9PK97,1
Q14210,4
Q05D08,2
Q9H5C5,2
P17516,3
Q69FE3,1
Q53G19,1
B4DF70,3
Q96GT9,10
Q9BQ51,21
Q8N7U7,14
Q8TAI7,6
Q8WVM8,35
Q9NS61,11
O43423,3
Q9HBY0,1
O14787,47
Q5JWF2,13
P08559,257
Q9HC78,9
Q15904,23
Q6UWF3,8
H7C0H1,2
O75335,2
Q16348,23
Q14671,23
Q96PZ7,3
Q6IA61,1
P29034,16
Q7Z6J0,12
O95197,32
P31629,11
Q05996,11
Q5VVJ2,4
Q96FI0,6
Q9BQ16,2
P48047,89
Q8N8Q3,9
Q9BPW8,59
Q9BT22,5
Q8TAZ6,12
P04278,5
A8K5C4,1
P56705,14
P20366,7
A0A087WXM9,2
J3KT38,1
Q9HCS2,6
P54849,60
Q969F8,20
Q8N6L1,10
Q96ES5,2
Q59EY7,1
B3KX63,1
Q8TF42,63
Q8IV35,1
Q8N6G5,76
P08684,1
P23588,26
Q03989,122
Q9NVR2,15
Q9BWT1,3
Q9Y478,177
O75190,59
A4D1S5,6
Q9Y6Q3,1
Q9UPX6,7
Q2KHT4,10
B2R4C1,1
Q9H788,82
Q92665,75
Q9Y2J2,99
O95801,33
Q4G1C9,8
P12956,169
Q15125,205
Q1LZN1,1
Q8N446,10
Q15834,29
Q96AZ6,10
P08473,100
Q5VTQ0,4
Q9Y3D8,15
P14598,51
O00567,176
Q9BXY0,64
O75354,8
Q8NCW5,3
A1A4E9,44
Q9NP31,33
Q92928,4
Q9NPC7,5
Q6ZMJ2,17
Q76B58,16
B2R6J3,1
P52272,93
Q6P0Q8,18
P10745,13
Q8IXL7,39
Q9UBU3,2
Q86YI8,3
Q96DT0,3
Q8IZ08,3
P05937,4
Q13588,6
O14931,7
Q5JTC6,23
Q16401,35
P98177,14
Q6QHK4,9
P27169,6
Q9UM54,55
Q96MW1,7
Q9NQ11,62
O78179,1
O43813,28
Q68CL5,10
P11465,1
Q9H2M2,1
P51817,5
Q8IVH8,13
Q3ZCX4,1
Q5VW36,5
Q9BVA1,65
Q96BQ1,1
O60512,22
Q9H201,23
Q13950,12
D6R9H6,10
Q2NKY6,1
Q8N5H7,4
Q3MI94,5
O00746,102
P60852,3
Q24JT5,5
A0A024RB87,1
P55036,75
O75223,7
O75064,1
P07949,26
H0Y714,4
Q8NA42,5
Q1X8D7,8
Q96PU9,2
Q96IV6,30
Q9UF33,3
O95153,5
P57771,8
Q8NHS4,3
P35453,19
O15243,14
Q9BX69,4
Q9HCQ7,5
Q9UHD0,1
Q6P047,10
Q9BXY4,1
Q6ZUT1,123
Q9NZI5,2
B5MDQ0,1
O76076,5
Q9BW85,51
E9PJK4,2
Q7Z4H9,2
Q9Y261,11
P63010,75
C9JXB8,2
Q5SQI0,6
Q8TCZ2,23
Q96LW9,11
Q7Z7G0,1
P02689,3
Q6P988,2
B4DY09,1
Q3MIR4,84
Q53XM7,4
Q8NI36,30
Q93097,1
Q5W0N0,2
Q8NAB2,1
P15382,1
P43681,6
Q5K651,5
Q8NEB5,2
Q7Z6B7,13
Q8WXA9,29
B1AHC3,5
Q8TAW3,1
Q99996,51
P45973,148
A1L188,24
Q14703,10
O75751,2
O75901,33
Q9BWH2,50
O94876,3
Q05215,2
Q8N0V5,9
Q96PK0,4
Q9HC77,127
O60725,16
P12724,13
P52907,62
Q9BWU0,21
Q5JVS0,15
Q9NUM4,6
Q9UQL6,31
O14974,59
P55085,74
Q86VZ4,15
P07205,20
B9EG90,1
Q9P2K2,16
Q9NVF7,62
P98196,2
Q17RA1,1
Q8N138,32
Q8N8R7,8
Q71H61,1
P26022,17
Q8N8Q9,3
O43823,44
Q96JI7,5
Q8IUE1,2
Q9BV10,7
P0CJ79,2
A0A0D9SGE8,1
P55058,22
P12318,26
A0A024R1A3,1
O14966,18
P83111,26
Q13887,4
Q99755,35
Q9P2R3,27
Q0MQR4,1
Q8NCN2,13
Q0VG99,3
O76094,41
Q5JR98,3
P01911,25
Q8NHY2,45
Q71UM5,25
Q13637,27
O75494,49
Q32MN6,7
E5RFK5,31
Q9Y6X5,10
A0A0S2Z5X4,60
Q6UW32,3
P20963,154
Q9UIL1,32
P36952,48
B7Z9L0,1
Q13443,24
C0H5X2,3
Q9NVV5,51
Q16342,12
O94889,17
Q07001,52
P34130,5
Q6GVN4,1
O95819,26
Q9H649,6
P83436,21
Q9Y3C5,70
P51114,88
Q9BV47,12
Q9BUN1,5
Q9P253,42
P78383,20
Q9P003,11
O00519,3
P48764,1
P04553,1
O15263,1
O75330,39
Q719H9,22
Q9NVI1,49
P00746,2
Q86TG1,11
Q8WUE5,44
Q9H665,3
P58753,33
Q6UW68,25
B2R665,1
O75781,13
Q9BYP8,45
Q99963,50
Q96PX6,5
Q9UHA7,12
Q9H6K5,4
Q99990,14
P00995,1
Q9UGQ2,8
Q9Y6X1,44
Q92874,11
P05015,1
Q8NFZ4,10
Q7KYM9,1
P63244,82
Q96I99,20
O94907,10
Q8N9H9,2
Q86W74,79
Q96FX7,18
P25800,111
Q8NBA8,6
Q9NPC6,12
Q8NE35,5
O43597,86
Q9P2J5,41
P61923,10
O15438,1
Q6P4D7,1
O94887,19
Q9Y691,1
Q7Z4S6,47
Q9BXF3,1
Q9HCB6,6
Q712K3,19
Q96C86,4
Q8N128,30
Q659F9,1
O14933,27
P52756,35
C9JRZ8,3
Q8WXX5,28
Q08AG7,39
Q2YDB1,1
Q53GL6,25
Q8WYQ9,9
Q9NVQ4,9
F1T0L7,1
Q9BYT9,6
F5H5U2,1
P56277,3
P05060,37
P43403,13
P08962,15
Q9H8X9,12
P62314,60
A6NEL2,1
Q8N228,5
P15502,6
P02795,11
P78426,1
Q8NBF2,6
A0AV96,12
Q8TF76,23
Q9NYX4,3
P52799,44
Q0P631,2
P0C7W6,27
O43303,52
Q9BTE2,2
Q8N8K9,16
Q8NBP5,1
Q9BPZ2,18
O43570,11
O60336,56
P37288,4
Q04941,71
Q6DD88,62
Q13885,78
O75019,1
P57087,4
Q9H330,11
Q16134,8
Q99798,7
Q8N5B7,7
Q29983,28
Q9UL03,24
P05013,5
O76090,4
Q96A73,21
P08758,13
A0A0S2Z4Z6,2
P78329,44
Q8IY42,9
Q96C57,9
Q9ULM3,28
Q8N987,31
C9JJV6,2
O95342,1
Q14003,1
Q9BPV8,1
Q93073,6
F8VVB9,1
A0A0S2Z6U5,2
Q8N0T1,3
A8MXP9,2
X5D304,2
P41252,46
P11487,52
Q8NB90,11
Q8WXH6,6
P59045,1
Q9UNT1,3
F5H8B4,2
Q6ZW49,28
A0A087WUC6,1
Q6P2H3,33
Q6GTS8,2
Q9UJ04,22
Q9Y4F1,17
B4DVN3,1
Q9UBP9,9
P22626,98
Q96B23,33
Q6X784,9
A8MV79,1
O14561,63
P04004,60
Q92609,21
Q15669,15
Q14164,345
Q9NRR3,4
Q7L945,8
A0A087WW66,1
Q13595,105
Q9HAJ7,14
P12955,5
P05787,43
P10809,411
Q9BYV9,44
Q9H9L4,17
A1Z199,1
O75817,24
Q8NBK3,13
Q9NY99,13
Q495M3,1
F8VWL3,1
P32456,31
Q99547,33
Q9UMX3,2
O43847,39
Q8WZ79,20
A0A0A0MT49,1
B7Z2Y1,2
Q16343,1
O75881,2
A8MXH2,3
P34931,83
Q6ZUT3,1
B4DDM6,1
P11308,13
O95155,10
O60488,34
P41236,12
Q9NQT4,92
Q9HAH1,9
Q9H5Y7,1
P51825,20
Q8TAU3,170
O00219,11
P21397,5
Q7Z417,82
O95065,2
Q8IWN7,3
Q9NRN7,21
P07451,2
Q7L804,27
Q8IW19,33
Q8N801,1
Q8WX93,33
P86397,1
Q5W186,4
Q7Z442,1
O76095,4
Q8NI35,55
B0YJA4,1
P0C7T5,30
A0A024RDQ8,1
Q5H9L2,4
P17031,5
H3BTL2,1
Q13077,265
A0A0S2Z3D2,3
O60303,5
D3DR40,2
Q13472,34
Q86UD3,10
Q96NU1,26
Q9H4I8,6
Q9BYE0,5
P51861,6
Q8IVN8,3
C6GKH1,2
Q86UT6,22
J3QQK6,1
P31483,25
M0R0W6,1
Q8N4S7,1
A8MQT2,1
I3L4Y2,1
P32320,28
Q8IWF6,14
Q8NF37,12
O00330,18
Q9UL16,2
O00291,37
Q8NDX1,2
O00762,7
Q96EN8,24
O43167,80
Q12792,30
B2R8Y4,14
P13805,59
Q9H1Y3,4
Q8N6Y1,45
Q9UPU9,26
Q9NS82,1
Q12874,51
Q16538,2
Q9BR01,12
Q6XR72,5
Q5T5Y3,29
Q9NV88,8
B2R6J2,1
Q4FZB7,5
Q32P41,4
P49366,36
P01892,14
O75431,32
P32455,11
Q2NKX8,23
Q9NQZ2,25
Q5SQN1,40
Q8N531,10
Q9BZI1,3
Q9NS26,5
B0AZU3,1
Q8WXJ9,1
P41594,3
Q86W34,10
P04798,48
Q86UY8,10
Q9Y6V0,2
P07203,11
Q8WXH0,38
Q9H267,22
Q9UBS4,64
P01127,61
Q13151,46
Q93070,1
Q9Y2H9,36
Q13547,257
Q9BVH7,2
P50552,36
D9YZU9,1
Q86XE0,17
Q969S6,36
Q9NW71,1
Q8NG41,26
Q9H2J7,39
Q8NFT2,2
Q9UH99,81
Q86SR1,1
Q9H6Q3,5
Q969I6,1
F5H6I0,1
Q8WVI7,1
O43760,29
Q8N841,3
P17812,43
O15120,11
H3BSK8,8
B0I1T2,5
Q9Y4C2,45
Q8N2M4,46
P48039,159
Q8NBZ0,38
Q96SF7,15
Q9BXJ4,3
B3KX72,1
O15539,2
P63151,61
Q8N0X2,6
X5DQZ7,1
P82663,38
O75603,31
Q16094,1
Q9NWC5,9
O75439,53
P35869,11
Q9HBJ8,3
Q8N4G4,3
Q59GW7,1
Q9H4P4,63
Q6ZU52,28
Q9BZI7,33
Q9H9E3,37
A8K3Q9,5
P78406,50
Q9H0W9,5
Q8WW55,1
Q9BRP1,23
Q96BE0,155
Q99062,1
P02652,20
O75390,19
P19876,4
O14770,56
A8K6I4,1
Q53FW8,5
Q9NPE3,24
A8K394,1
P51532,88
Q96Q80,15
Q12980,12
Q9UPN6,15
A1A519,12
C9JJ19,1
Q9UM11,42
G3V1D4,1
O75054,10
Q8N8J0,1
Q8WV28,10
P78362,88
Q9Y244,34
Q9NVN3,8
Q92547,27
P36507,30
Q7Z494,17
Q9H9S3,5
A1L306,7
