gene_or_protein,study_bias_score
Q8IYB9,2
Q9NQ29,77
Q86UU1,2
Q96DU7,3
Q9H3M0,9
A8K5T7,1
Q92903,18
Q96PM5,23
Q9BSI4,77
P54707,52
Q5T0F9,3
Q9UP83,32
A3RJH1,1
P01574,2
Q7Z6V5,4
Q92466,45
E7EQY4,5
O43653,1
Q8N184,3
X5D7C2,1
Q8TF30,3
Q7Z7L7,22
Q14BN4,60
Q3SXR2,18
Q9Y463,55
Q92622,20
O60404,6
O00258,35
O14977,10
Q58EX2,17
Q8WYA6,45
Q9BW27,33
Q9UDW1,9
P05186,9
P10071,7
Q8N9I8,1
Q96BZ8,90
Q96K78,4
Q8IUC2,76
Q96FX2,7
Q9Y2T6,2
Q96D88,3
P14854,52
P23258,112
O95455,6
O60268,2
Q6FGG2,6
Q6PL24,39
P42574,16
O15344,52
O95297,38
Q53HB3,4
Q6NXE6,66
P11686,45
Q8TER5,6
Q9H4Z3,11
Q14525,72
Q2M1V9,1
Q9BSG5,7
Q4G176,17
Q96G97,26
P02776,26
P13804,63
Q9NYJ8,70
Q6PJ21,16
B4DLV7,1
Q8N165,10
Q96HW7,31
Q92838,71
O43248,4
Q9BQE4,4
Q96IZ2,4
Q8TD17,26
Q13585,18
Q9BZW8,32
O15442,23
Q5BLP8,3
P22492,84
P32243,35
Q58A45,7
P51857,7
Q5FYB0,1
P07741,14
Q99633,85
O76036,7
Q9ULZ1,1
H3BMW4,3
J3QLI9,1
P57723,9
Q9NWW0,3
P0DJJ0,3
Q6GV28,1
Q9Y253,21
E9PAV9,1
Q92748,27
Q13586,38
Q8IWF9,8
Q96AP4,5
A1L390,21
O15156,24
Q9Y3M2,38
P61160,82
P46783,61
Q8NHW6,3
Q9H1I8,52
Q92527,2
Q6IBP4,1
Q53GS7,16
Q9H1M0,9
Q9H3J6,2
Q58FF7,40
Q5HY81,1
O94811,9
P29120,1
P09543,25
Q14790,84
Q8NCA9,10
B4DQ50,1
H7C417,1
Q5TCU3,4
O14788,25
Q8N0Z2,3
A2A3R6,2
H0YAE2,1
Q53YP1,4
Q9H857,21
Q8IUC8,3
Q3SXZ7,5
Q9NYY8,27
P13385,25
Q8WTS6,11
P01568,25
F8VWT9,3
O43513,40
Q8N441,22
Q8NF91,26
Q5H9E4,1
P62308,41
Q9C010,3
Q9BSQ5,16
P60660,60
Q13336,10
Q9NUX5,51
Q3B820,145
Q15696,52
Q6IN85,42
Q9HBB8,13
Q9ULZ3,52
P20061,1
Q99650,12
Q12837,71
Q96H78,3
Q8N5I3,5
Q8N5R6,27
O14522,10
O15209,15
P09884,7
Q9BYU1,63
Q9NRJ7,35
Q15173,9
Q9P289,44
P60763,29
Q9P2L0,19
P28347,18
P49643,23
Q7Z5L9,9
P42226,11
Q96A09,58
Q5UGI3,3
P51674,25
F8WBL2,1
Q5U651,11
Q6P995,10
Q92785,46
P62952,17
H7C1F9,1
H3BQ24,1
P49069,32
Q04724,68
Q86VW2,3
Q8IZ52,7
O95714,112
Q08629,3
Q9NQ55,120
Q8TEQ8,10
Q8NEC5,112
P54922,5
Q7L985,11
Q9UM22,26
Q59HH7,1
Q9HAC7,30
Q9BZZ5,18
Q5T8A0,1
O43761,15
Q5MCW4,6
O95834,7
O43559,107
Q8WYR4,1
P15289,29
Q9Y5J7,7
A8MWQ6,1
P61077,100
Q16653,4
P58557,58
Q53RC5,1
Q9Y328,16
Q13255,3
O60493,52
Q9NWD8,44
Q16378,12
Q96AV8,7
Q13416,43
Q96I34,51
Q9C0I4,1
Q99759,167
Q5VYY1,1
Q8IZV2,2
O94913,11
P54756,5
Q5VZY2,34
Q9BVC5,6
Q08752,34
Q04721,31
E7EW20,11
Q12788,27
B2R983,1
P38936,162
Q15835,1
Q6UWZ7,14
Q9BRQ8,8
P35712,2
P23025,41
P30518,3
Q6ZMY3,2
O95968,78
Q9NUV7,4
Q6UWJ1,38
Q5VST6,18
Q16526,109
Q96NY9,13
Q53FA3,3
Q96QC0,24
P06454,12
Q9NWD9,2
Q6IBR0,1
A0AUL9,34
Q8NBM8,7
Q92985,47
B4DGR3,1
Q9ULW5,7
P50876,17
Q6AWC2,7
Q86Z02,15
Q8TEY5,2
Q9UNY5,46
P40855,91
Q9UBH6,30
Q8TCP9,5
Q9UHD4,67
V9HW26,2
P48729,93
A0A087WUB9,1
P00973,11
P30301,40
Q96BJ8,14
A0A0S2Z491,1
Q8TDR0,128
F5GWP8,7
Q8TF01,12
Q99614,38
Q9NS84,1
Q9NS18,3
P42330,8
F5H5M1,5
P26583,40
Q96LR7,2
O43325,6
Q9NUZ1,1
Q5C8S5,3
Q9Y330,4
O43829,50
Q9P2M4,26
O60266,12
B4E266,1
P49961,1
P54284,18
Q8WUY3,4
Q9NYM9,7
A0A140VJE8,1
Q6NSL8,1
P15848,11
P68104,185
O94818,14
O95644,58
O60443,16
Q96AP0,36
Q53QW1,12
P55199,27
O95156,15
Q96KS9,52
O14756,11
Q7RTU7,3
B4DT31,2
G5E9W7,2
Q13145,5
Q06643,1
Q7Z6K1,2
Q86X53,1
Q17R23,1
Q96QP1,2
O43897,1
Q13492,65
Q9NSA1,4
Q15562,83
Q6IQ43,5
C9J4M6,5
A8K8U7,1
J3QSH4,1
Q96GS6,17
Q14318,82
O75884,2
Q8N7P3,7
O60942,12
Q96TE0,1
Q92997,189
Q9Y333,49
Q6ZUT6,2
O94988,18
P48723,14
Q8NFD5,32
K7EM73,1
Q9NX45,1
Q9Y5A7,9
Q9HBL0,8
Q9P2P1,5
Q86SE5,33
P26992,7
E0CX11,1
P49146,55
Q70UQ0,56
Q96CS7,61
O60930,12
P09693,10
P68543,12
P49441,4
Q969Q4,5
Q93008,47
Q9P0S9,41
Q5SNV9,1
Q14584,13
Q9Y2T7,16
Q5U5Z8,3
Q9UHF1,27
Q5VSG8,17
Q71SY5,48
Q7Z3E1,1
Q9NP73,18
Q4G0N4,3
D0VY79,2
P0DMV8,27
Q96S55,26
V9HW98,2
P39023,95
A0A0M4G3H8,1
Q9UKF6,37
Q96EE4,3
Q5T440,17
Q9UJH8,4
Q53ET0,23
Q8IWP9,6
P19113,1
A8K0T9,2
Q9P267,17
Q6P1W5,99
O75368,1
Q93063,24
O96004,4
Q70CQ2,21
P02452,25
P17028,82
P51813,19
Q7LC44,10
P25963,94
O00155,31
Q5T5N4,4
P07550,86
Q8WXF8,2
Q3T906,18
Q02880,20
B3KM70,3
P40199,33
Q8IW35,48
Q494V2,4
Q9P1C9,1
Q9BYP7,5
Q9NW08,18
Q9BRL6,31
P57730,1
E9PDS3,15
Q13424,29
Q96N64,10
P13521,7
Q8NCS4,2
O14745,33
Q16881,11
Q8N2U0,11
A0A0S2Z3T7,1
Q9Y4A8,8
Q9NVH6,11
Q6NVZ8,1
Q96LR5,48
P22352,1
Q9Y5Z4,4
Q14156,22
A6NFY4,1
O60383,49
Q96EW2,7
Q6WQI6,1
Q8IV45,19
O14829,49
Q6UWH6,1
D3W0D1,1
Q7Z5J1,1
Q9BU27,4
Q9HCH3,30
Q13261,2
O14841,5
Q14244,31
A6NNL5,1
Q16518,3
P51449,22
Q9UNZ2,25
X6RFA8,24
P48556,33
Q30154,5
P0CL82,2
Q9BQ50,7
Q6P2C6,11
Q96KF7,1
Q6ZMS4,4
Q96CH1,2
P63241,36
Q9HD90,3
O15178,1
Q9BXI9,6
Q12800,111
O15042,38
Q8N431,2
Q15646,114
P35558,3
Q6X4W1,25
O94955,26
Q9NQB0,135
Q9UP38,5
O75570,2
Q9Y623,14
Q6UW60,1
Q6UXV4,37
O95503,79
Q14627,111
Q8TCT0,58
Q9UM21,1
Q8N5A5,100
Q9NRC9,2
P31431,18
Q9Y2F5,19
Q5RIP0,3
J3KS22,1
Q00537,29
Q9H9A7,19
O00253,8
Q8IYV2,1
Q96NG5,16
O60894,3
P30279,11
Q9NX02,12
Q9H3H1,4
Q96NJ3,3
Q9BRN9,26
Q15915,109
Q8N1K8,1
Q9NVX0,39
Q9UIF3,14
Q8N7X4,8
Q9BZH6,17
Q9UKK6,11
B3KRS1,1
Q9P2F5,3
Q92970,1
O00159,174
Q9UQ13,10
Q16181,28
Q92187,65
P10632,10
P53805,18
Q96RQ9,1
Q9BXM0,5
Q8TEC5,19
P82933,73
P47869,1
Q6I9S2,2
Q5D1W8,3
Q9H9L3,18
A0A286YFD7,1
Q9BWQ8,3
P29400,45
Q6IBD0,3
F5H4F1,1
A2RU56,1
Q86Y39,43
Q13867,39
P08779,79
Q9UHX3,18
G3V5Q1,1
Q8TD90,3
A0A0S2Z3G3,1
P55145,10
B3KML1,1
O60565,4
P49703,18
Q9NRG7,5
H0Y599,1
O43280,1
Q6PKC8,1
F5H284,2
P23945,19
Q9BQ61,9
Q9NWM8,25
P48740,18
Q9HCG8,37
Q7L2R6,14
Q4AEJ4,1
C9J9K3,6
P21731,3
B4DR88,1
Q96LB3,51
Q9NX95,18
Q6P9B9,23
B4DDV3,8
P10144,2
Q15848,60
Q9UBC1,23
P84550,1
Q8IVC4,1
Q8NFR7,10
Q9UKG4,25
P0C7P4,1
P17643,3
Q16531,100
Q16832,11
Q8TE77,17
Q9UK58,33
Q99536,12
Q16625,37
Q86YW7,8
Q6PI77,57
Q13015,12
Q96II5,11
Q9NX65,33
Q8N9F7,27
Q15077,374
V9HWA6,1
Q8NAP1,5
A2RUH7,9
Q8WV07,3
O43827,13
Q13746,1
P54259,84
G5E9M4,4
O00501,36
O15117,21
P03952,6
Q13480,17
Q9NVC3,63
C9JA69,5
Q86YN1,7
A0A140VKA6,1
Q9Y320,174
Q8IU89,5
Q9P107,1
X5DRD0,1
P18124,82
Q92769,159
A0MNP2,1
Q8WWE8,8
Q8N5M9,124
Q9Y5J1,17
Q9NS75,33
P51523,5
Q7Z4U5,2
Q8IZ73,8
Q3ZCW2,5
Q8N6T7,70
Q13522,10
Q8WUW1,33
Q8IXV7,3
E7EVG6,1
O75947,57
A2RTY3,1
Q53G35,1
Q9Y570,17
Q15034,15
Q5S007,2138
Q5TA78,68
A0A0S2Z4J1,1
P51148,122
P0CG30,4
Q96NZ8,9
Q9Y265,158
P0CB38,10
Q8TAA5,8
Q92918,19
O95847,2
Q9BYC2,17
B2R6D4,1
Q9HC52,188
Q16740,99
Q8NEZ4,17
P16870,20
Q9UHD2,115
Q13113,72
Q9Y5Z0,14
Q6N093,2
Q96GX2,2
P98073,1
P34949,5
Q93034,356
Q8N4N8,42
A2RU30,13
F8W881,1
Q6DN03,1
P19013,40
Q52MB2,13
Q9NZ52,26
Q8WVP7,34
P09211,60
B4E0E1,1
O14733,29
Q9NZD2,5
Q6UWW9,9
O14744,113
A4D210,1
Q6NSX1,13
Q86WC6,10
Q9NRX4,5
P04180,1
O94885,9
Q8WUN7,19
Q7Z419,8
P46952,4
Q8N6K7,6
Q9UBV4,11
Q9ULE4,1
Q9UJ90,4
Q9BVG9,5
Q8WXD2,7
Q8IXP5,1
P62945,7
Q96TA9,1
Q2M1K9,13
Q9BSH5,15
Q9H3S3,2
P20336,30
F8WC19,2
P30039,15
Q96F88,3
Q6A162,373
A2RUB6,14
O95813,7
Q9ULC3,7
O60902,1
A8MPP1,10
Q96L08,46
Q6AI12,27
P61586,69
P01611,3
Q02543,133
O14944,7
P28562,9
Q6ZQS4,1
P32754,2
Q5H9R7,27
I3L0E3,3
F5H6T1,2
Q86W61,1
Q05823,11
P62699,26
Q9NP58,12
P24071,1
A0A024RCD1,1
Q92625,25
P25106,20
Q05C05,8
Q12888,321
A8KAH1,1
Q8IZQ1,55
O60508,27
B7ZLI8,8
Q13427,43
Q96LK0,137
Q9UJJ9,6
P80294,2
Q14872,1
Q86UT5,6
Q99879,1
Q9H293,1
O75081,10
P28482,76
E7ESZ7,1
Q7Z7F0,31
Q9H2W1,4
B7Z503,1
P84101,5
Q330K2,3
P41279,30
P43365,21
Q9HBW1,13
Q9Y2H0,30
P17931,109
O75864,13
Q2M2E3,23
V9HW96,1
Q8NG31,34
A0PJ87,1
Q7Z589,32
O75607,14
O43396,12
Q9Y255,10
Q53GC0,7
Q96PZ2,6
Q9H841,1
Q8WU10,1
Q92537,11
Q9P2B4,34
Q969Y0,11
A0A2K7P776,1
Q9NQG6,33
P27797,48
Q7LBC6,20
Q9NRC8,8
Q3MJ62,23
Q9NQ76,12
Q9UII6,10
Q02383,25
A8MXJ8,1
Q16221,2
P84074,17
Q8WVJ9,9
B3KN52,1
P17252,34
A2RRC9,1
B2RDP6,1
A0A0A0MRM9,1
P10911,3
Q8WW32,2
Q8WUT9,5
Q96RS0,34
B4DKS0,1
Q6FII3,1
Q5MJ10,46
Q6ZTQ7,1
Q9H6H2,3
B2R9Y1,3
E7EPC3,3
Q9NZT1,43
P50548,23
Q9UBR2,19
I3L1P8,2
Q96AK3,54
Q9UJX5,31
Q96JB6,16
Q32MQ0,1
Q12907,8
O60356,17
Q14106,9
A6NFT4,1
O60256,26
P24387,11
Q15762,3
O75569,50
A2RRA6,1
O43175,44
Q9P031,62
Q9GZX7,31
Q02338,16
Q9HCN6,9
Q7Z304,4
H3BTS1,3
Q9Y2X8,96
Q6PHW0,2
Q17RA0,4
Q5VUG0,10
Q9H0M4,4
Q9Y2V2,21
Q96DX8,6
E5KNY5,1
Q9H4K7,21
Q969M7,9
Q96GI7,1
C9JU30,3
Q9UI09,66
Q9BX10,31
Q9UBM8,34
Q92754,73
Q9H2A2,3
Q9BXI3,4
A2RUS2,3
Q9NVZ3,20
Q9HD33,68
Q96S53,11
Q8WW01,38
Q95J06,3
Q8IYT8,51
O00623,34
Q13618,1028
E5RIZ4,1
Q8IX18,15
Q96FC9,24
O14807,3
P17544,35
O14654,92
P51798,38
Q96PF2,6
B4DHB6,1
A0A024R845,1
Q86YN6,3
Q9H0R5,3
P05164,8
O60832,88
Q9HAU0,50
B7ZMN2,1
Q14978,54
A0AV02,3
Q9NUQ3,27
Q9BZE3,1
Q9NTM9,17
Q9NVP1,39
O43151,25
Q8NEF3,16
O75843,19
Q8IW52,1
Q86VQ3,2
P16383,24
Q8WV99,21
O60907,22
P11172,23
P01137,83
P31271,2
Q01664,38
Q9UHI6,53
Q6PH85,8
Q8IXA5,6
O75916,4
P58005,5
Q6PHR2,13
P42694,22
Q5HY57,1
A6NE82,1
Q9UBT2,19
Q9C0D4,4
P21757,13
B7Z6Q5,1
P46782,42
O94900,7
P35579,270
P17036,19
Q86TT2,1
Q9H6B4,9
Q9NVI7,202
Q9NPI9,1
F5GX40,1
Q96MF6,6
Q3SX64,6
Q6P1K8,19
Q96RE9,3
Q8TD22,30
O60478,8
J3KTC1,1
Q92888,18
Q99719,27
P55290,31
O95721,79
Q0VD86,236
Q9NZH5,7
A6NED2,20
Q9Y581,18
B2R6F9,1
P31152,9
P36578,85
P37108,41
Q9HCE1,84
Q5HYN5,18
Q9UKP5,1
Q5T1B0,1
P08709,12
Q8N1V8,1
P55259,1
Q9HC84,9
P48509,18
P17026,23
Q9NPR9,12
Q8N7X2,3
A2RU14,68
O75815,74
Q9P0K7,50
A6NMB1,1
Q9NUG6,25
O94964,29
Q9BT49,59
Q9GZR2,32
Q96G42,24
P25098,20
Q15293,66
Q92499,45
Q8NFC6,29
E9PK12,18
Q9UK10,1
Q9ULR5,8
Q8TE12,1
P61457,55
Q86UL8,20
Q6XPS3,25
Q9Y2T2,53
Q96CN7,10
P18858,6
O14627,8
C9JNE2,3
P21281,31
Q9BR77,31
Q6P2M8,1
C9K0J5,1
Q9HB40,3
Q9H213,10
O14936,46
Q9H1B4,2
Q66GS9,172
P10636,560
Q6UWI4,5
Q9H6X5,14
P05111,5
P17040,54
Q969U7,31
A0A024R9A9,1
Q9P0W8,7
O15305,4
Q92902,6
Q9UKI8,32
Q9H6P5,3
P36406,205
Q5U5X8,7
B2R5Y4,2
P03950,123
Q6P6C2,5
Q96MG7,10
F5GYW9,6
B2R8N1,1
A6NLN1,3
O15321,4
P05090,81
Q5VZB9,1
O60518,45
Q13239,12
Q7Z5L7,8
Q96T37,27
P12004,377
P62380,15
Q9NUA8,7
A0A140VJF4,1
P10316,2
Q9NPE2,32
Q8TBG4,1
Q7Z698,33
P07437,141
P30711,12
Q14195,22
Q5SQH4,1
P24864,19
Q7Z7E8,18
A8K5Q1,1
E7ENN3,1
Q6ZN55,39
Q9UN72,5
O75717,14
P01130,29
P60903,22
Q9UMS5,3
A1L162,5
F6U236,1
Q9UNA4,14
O00560,333
P52429,15
Q14002,2
Q9NPJ3,9
Q6ICP4,3
Q75V66,2
Q96C34,5
Q9UM63,3
Q9Y2X7,55
O43752,66
I6L9F6,19
Q07617,3
Q16795,74
F6RAJ7,1
Q14019,7
Q05329,40
Q9BPU9,71
Q9ULV0,36
Q7L7W2,2
P62875,39
Q8WUQ7,15
Q9NSU2,34
Q7Z591,2
E9PS74,4
Q2M2I8,19
P35244,55
P13637,10
O95835,56
Q9P2H0,92
Q5TA76,59
B3KXW5,1
P07197,44
Q16557,9
Q9Y4I1,40
Q13790,1
Q7Z2T5,31
O00512,6
Q96BH1,22
Q8IY47,4
A4D1P6,11
Q99871,65
Q6SZW1,13
Q4VCS5,91
P46092,7
A8K5U9,1
Q8N9Q2,47
Q96NY8,22
Q8TF64,2
Q6PI26,12
Q9ULJ6,4
Q9BRL5,5
Q96RI1,12
Q96CC6,3
Q9NPD3,64
Q9Y5X9,21
O00338,4
Q2M3C7,3
Q8N4B4,1
Q149N5,1
A0A0S2Z5Z3,1
O14921,6
Q9NPR5,1
Q5VZR4,1
P20827,10
A6NDV4,1
Q8TER0,1
Q9BY27,21
Q9BQI3,8
O43918,35
A6NMQ1,1
Q9H6Z9,229
C9JW96,4
E7CU85,1
A4D1J9,1
P06881,3
P48742,6
Q9HBH1,31
P61353,51
Q9UKX2,11
P23919,4
Q8IXR5,2
Q8WUX1,4
Q9NP79,19
P07476,27
Q5PSV4,26
Q6ZU64,2
Q6YHK3,29
Q9NP62,1
B4E1Q4,4
O95199,22
O96017,101
Q14188,16
P51679,31
O95363,86
Q9P2G9,29
P35222,157
Q8WTQ7,1
Q9BZR8,116
P04808,2
Q71RC2,19
O14521,5
P00325,3
Q96PT4,2
Q8IU81,12
O95407,5
Q4V328,67
Q12809,8
P23352,5
Q6ICB4,8
Q9HBD1,9
P09382,44
Q9H2H8,11
P14923,78
O43815,64
P26440,15
Q9BZJ6,1
P47710,14
O43295,25
Q8TAM4,3
O60885,34
Q8IUH4,6
E2QRF9,1
Q8NEX9,12
A6NCL1,1
Q9H2M3,3
Q99418,17
Q8NDI1,18
Q9Y613,29
B3KME2,1
Q99698,12
A1L4H1,20
O15265,58
Q9BUF5,41
Q9H1K6,5
Q9UG63,27
Q8IXS0,2
P36222,8
Q6AHZ1,25
O75367,55
P39210,2
O00410,49
Q8IVH4,2
P52738,5
O75386,106
Q9UHC1,43
Q8WYR1,5
Q9UIL4,1
B2R921,1
P16035,24
Q14008,76
Q9NX58,121
Q8N1W1,2
A0A0A0MT83,1
O95372,11
Q9UPP1,36
Q6ZN66,3
Q9UPU7,19
O60232,105
P24385,50
Q8IYN2,4
Q6L8G8,60
Q9Y388,18
Q8IUD6,16
Q9H6E4,6
P31751,26
Q6P9G4,10
O95461,7
O43464,24
Q562F6,44
Q96DD0,16
Q9BSW2,40
Q9Y4P8,44
P08254,8
P08047,71
Q99572,14
B3KY97,1
P39086,2
Q96P48,16
P35408,43
Q7Z7F7,27
P25686,27
Q01196,33
O75712,12
Q92570,38
Q86X67,1
Q12999,6
Q9Y662,1
P13056,4
P11831,8
Q96BW9,20
B9A064,18
Q13639,20
Q9NR48,11
O15027,159
Q8N7C0,1
Q9HAN9,39
O43557,22
A6NKE1,1
Q86XN7,3
Q3MUY2,2
A0A0U1RQF7,8
P20742,5
Q8NHC8,1
Q96SZ5,8
Q9NZN1,1
A4QMS7,4
Q9BQA9,65
Q53RD9,4
Q06547,25
Q6PIQ7,2
C9IYT0,2
C9JIF9,1
Q59G26,8
Q99674,1
Q96GR2,1
Q9BSC4,20
Q5TZZ9,1
Q14197,227
P35670,11
Q8WXA8,42
A0A087X1N8,1
O43502,22
A0A024R4U3,1
Q86VD7,5
Q9BS10,1
Q96A72,80
Q9H4M3,16
A2RU49,1
P20711,1
Q8IYL3,10
P14780,13
Q09470,13
P48058,3
Q53F02,1
Q9UNI1,16
Q3V6T2,65
Q9UKQ9,10
Q6PNN2,1
Q9Y4E6,3
P42702,12
Q15181,20
Q14694,36
Q15070,12
A2RRP1,24
O94854,2
Q5QP82,32
Q14990,23
O43593,25
Q99962,63
Q9H5Z6,64
F5GX77,1
Q9UBC3,30
P41567,9
P82675,55
P55084,68
O43365,4
Q6ZVX7,21
P0DJD7,9
Q70EL2,24
Q9GZY8,115
O75146,41
P32745,10
O75312,7
Q4KMZ1,4
P78527,123
Q7Z4G1,26
O14531,19
Q5T848,2
Q7Z3C6,92
Q7Z6B0,13
Q58FF3,4
O43264,35
Q03468,16
Q9H425,14
Q6P050,1
O00526,32
H0Y9L7,8
Q12959,102
P29558,15
P53778,12
Q8WVZ7,2
Q03188,29
P11509,2
Q8WXB1,16
O15451,1
O95772,3
P49720,82
Q7L2H7,44
P32248,2
Q99973,5
Q96A10,3
P08575,9
O75023,1
Q9H7M9,28
P49190,4
A6NCN2,1
Q5J8X5,60
Q6ZQR2,1
Q9NXJ0,3
Q9H013,17
Q96FX9,2
P17706,27
P05000,1
Q8N6S5,29
P10176,7
Q86YC3,17
Q2F837,1
Q8N1N0,1
Q9BY41,17
Q9H799,5
Q9BWE0,20
Q9BPX3,29
Q9BYJ4,6
A5LHX3,5
P42830,14
Q8TC76,8
P01589,2
Q9BQ87,29
P62910,58
B2R6X5,1
Q96LR2,17
A2A3K4,16
Q86Y25,16
Q8N988,10
Q7Z7B0,2
P48307,2
O95167,30
Q8N9N5,202
Q09472,103
Q8N7M2,1
Q15276,65
A8K5Y7,1
Q6GTX8,3
Q13325,16
Q8N4Z0,1
D2IYL2,1
Q6UWE3,1
Q6VN20,39
Q14406,1
P60174,32
J3QR07,2
Q9UDT6,8
Q99720,7
Q8NBU5,17
Q8N9N7,4
P00738,17
Q96RY5,15
Q14190,27
Q9H400,45
Q8IY95,19
Q9NR82,5
Q9Y227,7
E5RHT1,2
P20774,9
Q92826,6
P11387,82
P20719,9
Q9H6U6,34
Q9BW83,48
P13942,5
O14926,4
Q13257,59
Q15375,38
A1L4L8,1
Q8NHX6,1
Q9NWQ9,53
Q5XG79,1
Q6KCM7,13
Q96A33,36
O95867,9
P49796,40
Q96GC9,104
Q8NHY3,41
X5DRE8,2
Q96L03,1
P02748,3
P12035,45
B4DMZ9,1
Q6UVK1,12
Q13291,59
O43909,24
Q9H939,8
B4DWX3,1
Q08648,2
Q14CS0,22
Q59EI9,1
Q8IV04,7
Q8NFL0,1
Q99622,5
O14709,11
Q5MK14,1
Q96II8,37
Q13683,24
B7Z2B0,1
Q8IX07,5
P14784,4
Q9H609,21
Q8N5Z5,50
A0A0S2Z5I3,2
Q9Y316,28
P55107,7
Q5VWZ2,7
A0A0C4DFT8,8
A8K3H8,2
J3KTL8,1
K7ENT6,2
P20936,43
Q9H078,54
P51398,71
Q6FIE9,7
Q71UA4,1
P41181,38
Q9BZB8,11
O75695,29
Q8TCB0,3
Q86WG5,8
Q9BYB0,11
Q08170,30
S4R456,1
Q53HC0,35
Q13049,62
Q8N0S6,6
Q9BRK0,30
Q96JJ7,12
Q9Y305,33
Q9H5J0,5
Q9Y5Y7,22
Q9UBC7,2
P47756,64
P34741,63
Q9H6U8,30
Q8TD84,3
Q2NKJ3,16
Q8NFZ0,13
O00204,18
O95571,13
Q8NCC3,1
Q96ES6,6
Q9H5I4,1
Q8N0Z8,15
P20853,2
P49910,34
O15529,101
O94986,103
Q92626,19
Q92539,2
A0A0U1RRM6,1
Q8N9W5,1
Q8TDY8,3
P19526,16
P21583,4
B7Z4C8,1
Q9GZQ4,22
Q9H668,49
Q9Y4L1,53
P06850,10
Q9NYK6,7
Q2M385,2
Q5W009,1
Q68EA5,12
Q8IVB5,2
O60519,4
Q9BQ75,22
Q9BSG1,72
O00479,5
Q96K17,8
Q01804,53
C9JGV6,2
Q86UE3,2
H7BY36,2
P48436,1
Q7Z736,7
Q96H20,20
Q9HD15,9
P46663,32
O14976,90
Q7Z2W9,33
O15151,40
O95198,30
A6H8Z2,20
Q6ZPD9,8
P43250,18
O43283,5
P46937,94
A0A024R601,1
P30872,1
O15530,53
P00533,478
Q9Y5X3,36
Q02952,19
P55061,85
P53597,18
A8MXD5,9
Q9NTX7,16
Q13395,26
Q7Z6L0,15
B4DJ38,1
Q3KNS1,1
Q9HBQ8,2
P0CW20,10
Q13564,8
Q96CD2,17
P48634,55
Q5VYY2,1
Q13526,198
Q49AM1,7
B2RCT6,1
P41212,21
Q15654,194
Q96HA7,25
Q8TEA8,3
Q96S99,5
Q9Y5F6,1
Q9BPX6,29
Q9BRA0,7
Q9BWN1,19
P13598,9
Q6ICB0,29
D3DP46,1
O15069,14
P46098,100
P28065,65
Q5DJT8,4
P20929,27
P51606,2
P09683,4
Q08830,60
Q14554,19
O14513,8
Q969T4,81
Q6I9Y2,43
Q96SY0,38
Q9BXL6,2
O00421,6
Q03181,15
I3L2B0,1
O00634,1
Q9BUP3,25
P31947,165
Q9UJQ4,1
A0A024RAI1,1
Q96P56,1
Q9ULR3,6
Q9UNA1,4
Q9P0V3,43
Q96LD8,3
Q9P0K1,10
Q99538,11
Q9Y5Y2,19
Q549N0,9
Q6ZMH5,45
P16284,9
Q01813,41
Q16670,40
O75175,30
Q9ULV3,16
Q9BSK4,17
O95258,7
O95969,9
O75356,4
Q9P0J7,22
Q96M32,4
O94898,2
Q9UKS7,10
Q9Y5H9,2
A8JZZ8,1
O60547,11
Q9NYL4,4
Q96L21,8
Q9Y4B4,34
D9HTE9,1
A1YPR0,3
Q8NG68,4
Q96D21,4
P0CW18,1
P14866,59
Q9NVT9,27
Q2NL68,11
P56693,13
A4PIV7,6
Q8NFU4,3
Q7Z3Q1,1
Q7KZS0,135
Q01085,57
E9PCT1,1
Q8NEZ3,21
Q9UDV6,39
P48061,23
Q9UHC6,13
Q8IVW1,1
P35269,44
Q04695,20
Q7Z6K4,2
P41225,3
Q92837,5
Q14690,40
Q9BSJ5,27
Q96CX6,4
F2Z2M7,1
Q8TB52,14
Q12981,39
G3V529,10
Q99944,6
E7EPI0,5
Q09019,56
Q9NVV4,21
Q9UBN1,6
Q9NX20,30
Q9BXW9,38
Q9Y3X0,24
P52803,38
P02763,9
Q14201,10
Q8N3K9,15
Q8WUI4,62
Q9H1A7,6
Q9Y4D1,30
P01583,6
Q9BZ72,2
Q6IQ49,4
F8W1R7,1
O43688,10
Q9UN73,5
Q9NPF5,67
O60318,27
Q9BRF8,1
Q9H1C3,8
Q9GZV4,13
P33778,14
Q9Y2C4,13
P12532,30
O95498,38
P60602,5
P14672,4
Q9P2A4,68
Q8TBM8,3
P04818,11
Q16864,20
Q9NV72,2
Q02930,131
P12235,27
Q53H96,17
A0A024R9D7,1
Q14184,2
Q8N111,5
Q9UMX0,198
Q8N608,1
O14512,17
Q8ND04,24
O43395,89
Q6NUT2,1
J3KPP4,1
Q9H614,10
Q86WT6,60
Q3SYF9,79
Q13114,60
Q6IQ30,2
P22674,5
Q9BXJ3,4
Q15643,19
Q96KC8,28
Q9NY46,3
A0A0S2Z5C1,1
Q8WWP7,44
A0A024R6S1,1
Q18PE1,5
Q8TAT5,18
Q9H2T7,1
Q8WWU5,12
P36575,11
P05496,9
A1A4S6,8
Q8NEM7,17
P21964,80
P49137,10
W5XKT8,1
Q8WUP2,12
Q6ZW76,7
Q00613,32
A0A140VJZ1,1
H3BS86,3
Q8NBB2,1
Q9Y5I1,5
P04264,69
B3KM58,1
